,basy_yljgid,basy_caption,basy_dept_adrresscode,basy_yydj
43616,JG_510000013102,乡城县然乌乡卫生院,513336,未评级未评等
43622,JG_510000009784,广安市前锋区龙滩镇卫生院,511603,未评级未评等
43631,JG_510000012204,九寨沟县玉瓦乡中心卫生院,513225,未评级未评等
43632,JG_510000009364,宜宾市叙州区赵场街道迎宾社区卫生服务中心,511504,未评级未评等
43633,JG_510000012636,九龙县湾坝镇中心卫生院,513324,未评级未评等
43635,JG_510000006464,广元市利州区金洞乡卫生院,510802,未评级未评等
43636,JG_510000188712,雷波德康医院,513437,未评级未评等
43640,JG_510000913681,乐山岷川医院,511102,未评级未评等
43644,JG_510000011050,天全县喇叭河镇卫生院,511825,未评级未评等
43648,JG_510000014348,美姑县合姑洛乡卫生院,513436,未评级未评等
43661,JG_510000013136,稻城县巨龙乡卫生院,513337,未评级未评等
43674,JG_510000175484,青白江福康医院,510113,一级未评等
43686,JG_510000908145,广元市优抚医院,510802,未评级未评等
43696,JG_510000007826,峨边彝族自治县金岩乡卫生院,511132,未评级未评等
43745,JG_510000011942,乐至县双河场乡卫生院,512022,未评级未评等
43789,JG_510000X54491,安岳仁良医院有限公司,512021,未评级未评等
43791,JG_510000148017,自贡高新区丹桂街园丁苑社区卫生服务站（自贡仁和医院）,510399,未评级未评等
43795,JG_510000013584,会东县江西街乡中心卫生院,513426,未评级未评等
43804,JG_510000014040,凉山州喜德县贺波洛乡卫生院,513432,未评级未评等
43813,JG_510000003820,炉霍县人民医院,513327,二级甲等
43815,JG_510000010922,荥经县荥河镇中心卫生院,511822,未评级未评等
43852,JG_510000005166,盐边县新九镇卫生院,510422,未评级未评等
43854,JG_510000936623,成都慧康医院,510184,一级未评等
43855,JG_510000011842,安岳县大平镇卫生院,512021,未评级未评等
43874,JG_510000013100,乡城县洞松乡卫生院,513336,未评级未评等
43875,JG_510000908232,巴中平昌精神病医院,511923,未评级未评等
43886,JG_510000014172,越西县依洛地坝镇中心卫生院,513434,未评级未评等
43888,JG_510000183136,成都郫都华医康晟医院有限公司,510117,一级未评等
43891,JG_510000014474,雷波县宝山镇卫生院,513437,未评级未评等
43899,JG_510000012586,丹巴县章谷镇水子卫生院,513323,未评级未评等
43916,JG_510000007812,峨边彝族自治县五渡镇中心卫生院,511132,未评级未评等
43960,JG_510000006678,旺苍县天星镇卫生院,510821,未评级未评等
43964,JG_510000013390,盐源县藤桥乡卫生院,513423,未评级未评等
43965,JG_510000007836,峨边彝族自治县大堡镇中心卫生院,511132,未评级未评等
43984,JG_510000167558,德阳骨关节康复医院,510603,一级未评等
44023,JG_510000930635,月湖润德医院,511702,未评级未评等
44037,JG_510000014300,甘洛县乌史大桥镇卫生院,513435,未评级未评等
44048,JG_510000006500,广元市利州区南河街道社区卫生服务中心,510802,未评级未评等
44049,JG_510000008358,营山县蓼叶镇卫生院,511322,未评级未评等
44100,JG_510000000872,成都军研糖尿病医院,510106,二级未评等
44101,JG_510000002534,乐山市市中区中医医院,511102,三级乙等
44216,JG_510000201954,布拖县中彝医院,513429,未评级未评等
44503,JG_510000003724,金川县中藏医院,513226,二级甲等
44616,JG_510000002556,乐山中西医结合医院,511102,一级未评等
44713,JG_510000930007,成都市成华区中医医院,510108,三级未评等
44876,JG_510000005812,绵竹市肛肠专科医院,510683,二级乙等
44892,JG_510000003548,宝兴县中医医院,511827,二级未评等
44965,JG_510000009592,珙县观斗苗族乡卫生院,511526,未评级未评等
45046,JG_510000934565,成都天府新区顾连禾泰康复医院,510110,三级未评等
45103,JG_510000005468,古蔺县石屏中心卫生院,510525,未评级未评等
45121,JG_510000010200,通川区青宁镇卫生院,511702,未评级未评等
45137,JG_510000006822,剑阁县剑门关镇中心卫生院,510823,未评级未评等
45138,JG_510000904631,江安县康复医院,511523,二级乙等
45174,JG_510000X06926,泸州爱尔眼科医院,510502,二级未评等
45227,JG_510000007652,犍为县寿保镇敖家卫生院,511123,未评级未评等
45240,JG_510000008834,阆中市柏垭镇中心卫生院,511381,未评级未评等
45273,JG_510000930855,乐山昶康心血管病医院,511102,三级未评等
45318,JG_510000008060,高坪区都京社区卫生服务中心,511303,未评级未评等
45324,JG_510000187188,成都天府新区东山佑安医院,510110,一级未评等
45335,JG_510000009526,高县复兴镇卫生院,511525,未评级未评等
45344,JG_510000X60727,盐亭同德医院,510723,未评级未评等
45358,JG_510000008608,仪陇县土门中心卫生院,511324,未评级未评等
45392,JG_510000003800,丹巴县妇幼保健计划生育服务中心,513323,二级乙等
45418,JG_510000X46722,三台梓爱医院,510722,未评级未评等
45449,JG_510000014086,冕宁县大桥中心卫生院,513433,未评级未评等
45458,JG_510000006312,平武县豆叩羌族乡中心卫生院,510727,未评级未评等
45503,JG_510000911735,泸州纳溪乐和医院,510503,一级未评等
45506,JG_510000904964,通江松明医院,511921,一级未评等
45615,JG_510000006624,旺苍县九龙镇卫生院,510821,未评级未评等
45616,JG_510000005002,荣县正紫镇卫生院,510321,未评级未评等
45666,JG_510000010312,宣汉县塔河镇卫生院,511722,未评级未评等
45677,JG_510000011224,巴州区大茅坪镇卫生院,511902,未评级未评等
45681,JG_510000008412,营山县悦中乡卫生院,511322,未评级未评等
45698,JG_510000011982,简阳市施家中心卫生院,510185,未评级未评等
45704,JG_510000008662,仪陇县板桥乡卫生院,511324,未评级未评等
45745,JG_510000007792,沐川县底堡乡卫生院,511129,未评级未评等
45755,JG_510000930953,仪陇冠宇医院,511324,未评级未评等
45758,JG_510000001098,成都理工大学医院,510108,未评级未评等
45812,JG_510000183808,南充旭洲医院,511302,未评级未评等
45817,JG_510000007440,资中县罗泉镇卫生院,511025,未评级未评等
45837,JG_510000001538,自贡市光大医院,510311,二级乙等
45838,JG_510000910920,成都八大处医疗美容医院,510199,未评级未评等
45859,JG_510000007760,夹江县吴场镇中心卫生院,511126,未评级未评等
45913,JG_510000173938,仁和区仁和社区卫生服务中心,510411,未评级未评等
45975,JG_510000007262,内江市市中区城东街道城南社区卫生服务中心(挂靠)（眼科医院）,511002,未评级未评等
45976,JG_510000X19219,安州善行医院,510705,未评级未评等
45996,JG_510000900018,凉山高新肿瘤医院,513401,二级乙等
46005,JG_510000008946,阆中市峰占乡卫生院,511381,未评级未评等
46129,JG_510000007926,峨眉山市龙门乡卫生院,511181,未评级未评等
46191,JG_510000007600,乐山市五通桥区冠英镇卫生院,511112,未评级未评等
46212,JG_510000013908,昭觉县新城镇中心卫生院,513431,未评级未评等
46292,JG_510000010296,宣汉县东乡街道社区卫生服务中心,511722,未评级未评等
46334,JG_510000008558,蓬安县杨家镇卫生院,511323,未评级未评等
46349,JG_510000198158,泸州城南医院,510502,一级未评等
46471,JG_510000919661,南江广慈精神病医院,511922,二级未评等
46571,JG_510000012238,九寨沟县第二人民医院（九寨沟县漳扎镇卫生院））,513225,未评级未评等
46587,JG_510000903117,中江万祥医院,510623,一级未评等
46711,JG_510000905085,蓬安中山骨科医院,511323,二级未评等
46877,JG_510000003212,广安市妇幼保健院,511602,一级甲等
47053,JG_510000913759,成都天使之翼整形美容医院,510108,未评级未评等
47069,JG_510000202698,广元民政康养医院,510802,未评级未评等
47156,JG_510000200980,金阳华大医院,513430,未评级未评等
47167,JG_510000012078,汶川县三江镇中心卫生院,513221,未评级未评等
47237,JG_510000007718,井研县纯复镇卫生院,511124,未评级未评等
47247,JG_510000010702,万源市太平中心卫生院,511781,未评级未评等
47260,JG_5100001928911,遂宁弘扬医院,510903,一级未评等
47283,JG_510000006222,梓潼县观义镇中心卫生院,510725,未评级未评等
47291,JG_510000014252,甘洛县普昌镇卫生院,513435,未评级未评等
47346,JG_510000007114,蓬溪县第三人民医院（蓬溪县天福中心卫生院）,510921,未评级未评等
47354,JG_510000008872,阆中市石滩镇卫生院,511381,未评级未评等
47357,JG_510000011652,平昌县板庙镇青凤卫生院,511923,未评级未评等
47387,JG_510000005990,三台县立新镇中心卫生院,510722,未评级未评等
47397,JG_510000014174,越西县书古镇中心卫生院,513434,未评级未评等
47402,JG_510000901966,苍溪百姓老年病专科医院,510824,二级未评等
47455,JG_510000006752,青川县姚渡镇卫生院,510822,未评级未评等
47485,JG_510000914440,成都市锦江区第七人民医院,510104,一级未评等
47508,JG_510000008980,阆中市七里社区卫生服务中心,511381,未评级未评等
47525,JG_510000009936,武胜县鼓匠乡卫生院,511622,未评级未评等
47539,JG_510000172508,崇州九龙泌尿外科医院,510184,一级未评等
47574,JG_510000910125,泸州长生众信肾病医院,510502,二级未评等
47630,JG_510000007176,射洪市天仙中心卫生院,510981,未评级未评等
47713,JG_510000007206,射洪市瞿河镇卫生院,510981,未评级未评等
47725,JG_510000X01062,金阳对坪永康医院有限公司,513430,未评级未评等
47727,JG_510000007154,蓬溪县槐花镇新胜卫生院,510921,未评级未评等
47735,JG_510000002478,威远县妇幼保健计划生育服务中心,511024,一级甲等
47858,JG_510000900132,盐亭县精神病医院,510723,未评级未评等
47885,JG_510107001AAK,成都白癜风医院,510107,一级未评等
47910,JG_510000005656,中江县永丰乡卫生院,510623,未评级未评等
47915,JG_510000011656,平昌县云台镇澌滩卫生院,511923,未评级未评等
48044,JG_510000002470,内江骅康医院,511011,一级未评等
48078,JG_510000166736,资阳雁江黄添医院,512002,未评级未评等
48175,JG_510000014032,凉山州喜德县李子乡卫生院,513432,未评级未评等
48194,JG_510000005228,江阳区黄舣中心卫生院（泸州市江阳区第二中医医院）,510502,未评级未评等
48220,JG_510000014022,凉山州喜德县红莫镇中心卫生院,513432,未评级未评等
48233,JG_510000910482,泸州慈善路中医医院,510502,一级未评等
48261,JG_510000014406,美姑县洒库乡卫生院,513436,未评级未评等
48531,JG_510000006186,北川羌族自治县永安镇中心卫生院,510726,未评级未评等
48665,JG_510000X34159,雨辰医养结合医院,510777,一级未评等
48679,JG_510000010740,万源市沙滩镇卫生院,511781,未评级未评等
48782,JG_510000011016,石棉县回隆中心卫生院,511824,未评级未评等
48839,JG_510000009440,江安县夕佳山镇中心卫生院,511523,未评级未评等
48848,JG_510000010994,汉源县马烈乡卫生院,511823,未评级未评等
48964,JG_510000005922,绵阳市游仙区富乐街道社区卫生服务中心,510704,未评级未评等
48978,JG_510000005692,德阳市罗江区万安镇卫生院,510604,未评级未评等
49026,JG_510000907971,广汉乐龄精神病医院,510681,二级未评等
49132,JG_510000907925,平昌宝鑫医院,511923,二级乙等
49133,JG_510000X76527,三台绍军骨康医院,510722,一级未评等
49164,JG_510000921464,营山博康肾病医院,511322,二级未评等
49186,JG_510000166674,成都锦江泰三堂德康医院,510104,一级未评等
49234,JG_510000014254,甘洛县苏雄镇卫生院,513435,未评级未评等
49250,JG_510000175356,成都温江民生医院,510115,一级未评等
49279,JG_510000014194,越西县梅花镇中心卫生院,513434,未评级未评等
49287,JG_510000009548,高县胜天镇卫生院,511525,未评级未评等
49293,JG_510000167398,成都安琪儿妇产医院,510107,二级未评等
49304,JG_510000188236,南充李家安康医院,511302,未评级未评等
49360,JG_510000010650,渠县报恩乡卫生院,511725,未评级未评等
49364,JG_510000009080,仁寿县曹家镇卫生院,511421,未评级未评等
49366,JG_510000008702,仪陇县思德镇卫生院,511324,未评级未评等
49498,JG_510000013770,布拖县俄里坪镇中心卫生院,513429,未评级未评等
49565,JG_510000010980,汉源县小堡乡卫生院,511823,未评级未评等
49629,JG_510000200380,大邑民仁医院,510129,一级未评等
49644,JG_510000007630,犍为县石溪镇中心卫生院,511123,未评级未评等
49664,JG_510000157811,珙县树洪医院,511526,一级未评等
49707,JG_510000147545,阆中交通医院,511381,一级甲等
49769,JG_510000010694,万源市长坝镇卫生院,511781,未评级未评等
49777,JG_510000014076,凉山州喜德县洛哈镇卫生院,513432,未评级未评等
49784,JG_510000004238,成都市龙泉驿区仁爱社区卫生服务中心,510112,未评级未评等
49817,JG_510000008388,营山县老林中心卫生院,511322,未评级未评等
49851,JG_510000000724,成都军大医院（成都军大医院互联网医院）,510105,一级未评等
49872,JG_510000183670,巴中同康医院,511902,一级甲等
49875,JG_510000013842,金阳县天地坝镇卫生院,513430,未评级未评等
49903,JG_510000005132,米易县得石镇中心卫生院,510421,未评级未评等
49922,JG_510000002568,乐山熙雍医院,511102,一级未评等
50032,JG_510000007070,遂宁市安居区会龙镇卫生院,510904,未评级未评等
50077,JG_510000011108,芦山县双石镇卫生院,511826,未评级未评等
50109,JG_510000904960,通江楠山医院,511921,一级未评等
50160,JG_510000007074,遂宁市安居区保石镇卫生院,510904,未评级未评等
50267,JG_510000008058,高坪区石圭镇卫生院,511303,未评级未评等
50330,JG_510000007078,遂宁市安居区三家镇大安卫生院,510904,未评级未评等
50403,JG_510000013402,德昌县乐跃镇中心卫生院,513424,未评级未评等
50464,JG_510000010602,渠县卷硐镇卫生院,511725,未评级未评等
50505,JG_510000006518,广元市昭化区昭化镇中心卫生院,510811,未评级未评等
50512,JG_510000917737,达川区杨柳街道社区卫生服务中心,511703,未评级未评等
50514,JG_510000006644,旺苍县燕子乡卫生院,510821,未评级未评等
50557,JG_510000010964,汉源县坭美乡卫生院,511823,未评级未评等
50569,JG_510000001776,泸州骨康骨科医院,510504,二级未评等
50587,JG_510000007238,大英县蓬莱镇通仙卫生院,510923,未评级未评等
50594,JG_510000159996,泸县康诺医院,510521,一级未评等
50616,JG_510000013762,普格县荞窝镇卫生院,513428,未评级未评等
50633,JG_510000006622,旺苍县檬子乡卫生院,510821,未评级未评等
50634,JG_510000006570,广元市朝天区水磨沟镇卫生院,510812,未评级未评等
50664,JG_510000009136,仁寿县视高街道清水社区卫生服务中心,511499,未评级未评等
50745,JG_510000187640,泸州纳溪康华医院,510503,一级乙等
50766,JG_510000009830,岳池县镇裕镇卫生院,511621,未评级未评等
50911,JG_510000903240,筠连为民医院,511527,一级甲等
51134,JG_510000012240,金川县观音桥镇中心卫生院,513226,未评级未评等
51138,JG_510000009496,长宁县铜锣镇卫生院,511524,未评级未评等
51191,JG_510000935959,宜宾康真医院,511523,二级未评等
51192,JG_510000007516,乐山市市中区剑峰镇卫生院,511102,未评级未评等
51217,JG_510000003054,宜宾大欣妇产医院,511502,二级乙等
51218,JG_510000010352,宣汉县蒲江街道社区卫生服务中心,511722,未评级未评等
51309,JG_510000007676,犍为县大兴镇卫生院,511123,未评级未评等
51312,JG_510000005460,古蔺县龙山镇鱼化卫生院,510525,未评级未评等
51372,JG_510000008394,营山县明德乡卫生院,511322,未评级未评等
51381,JG_510000010044,华蓥市永兴镇中心卫生院,511681,未评级未评等
51435,JG_510000901187,成都东区爱尔眼科医院,510108,三级乙等
51443,JG_510000907349,盐源树仁医院,513423,一级未评等
51469,JG_510000001844,德阳美康皮肤病专科医院,510603,未评级未评等
51496,JG_510000007120,蓬溪县大石中心卫生院,510921,未评级未评等
51515,JG_510000006588,广元市朝天区云雾山镇卫生院,510812,未评级未评等
51549,JG_510000196960,通江县周子坪社区卫生服务中心,511921,未评级未评等
51573,JG_510000004022,喜德县妇幼保健计划生育服务中心,513432,二级乙等
51657,JG_510000009962,邻水县太和镇卫生院,511623,未评级未评等
51675,JG_510000013610,会东县野租乡中心卫生院,513426,未评级未评等
51688,JG_510000005744,什邡市元石卫生院,510682,未评级未评等
51720,JG_510000012302,小金县美沃乡卫生院,513227,未评级未评等
51885,JG_510000011658,平昌县邱家镇鹿鸣卫生院,511923,未评级未评等
51894,JG_510000006110,盐亭县云溪镇中心卫生院,510723,未评级未评等
51949,JG_510000005478,古蔺县双沙中心卫生院,510525,未评级未评等
51966,JG_510000003086,宜宾兴添医院,511503,一级未评等
51974,JG_510000175020,蓬溪忠仁老年病医院,510921,二级未评等
51975,JG_510000005302,泸县毗卢镇卫生院,510521,未评级未评等
52139,JG_510000004898,自贡市贡井区龙潭中心卫生院,510303,未评级未评等
52148,JG_510000009884,岳池县普安镇卫生院,511621,未评级未评等
52206,JG_510000005344,合江县九支中心卫生院(合江县第二人民医院),510522,未评级未评等
52246,JG_510000201988,宁南康达医院,513427,未评级未评等
52345,JG_510000005398,叙永县叙永镇中心卫生院,510524,未评级未评等
52359,JG_510000010808,雅安市雨城区碧峰峡镇中心卫生院,511802,未评级未评等
52374,JG_510000004850,崇州金鸡医院,510184,未评级未评等
52375,JG_510000147903,南部县南隆镇三医堂门诊部,511321,未评级未评等
52383,JG_510000202012,会理紫荆医院,513402,一级未评等
52399,JG_510000011934,乐至县中天镇卫生院,512022,未评级未评等
52421,JG_510000005376,合江县甘雨镇卫生院,510522,未评级未评等
52428,JG_510000005782,什邡市方亭社区卫生服务中心,510682,未评级未评等
52476,JG_510000011750,资阳市雁江区资溪社区卫生服务中心,512002,未评级未评等
52477,JG_510000012516,康定市新都桥镇卫生院,513301,未评级未评等
52478,JG_510000013246,木里县博科乡卫生院,513422,未评级未评等
52479,JG_510000174384,蓬安县城东社区卫生服务中心,511323,未评级未评等
52483,JG_510000013120,稻城县蒙自乡卫生院,513337,未评级未评等
52487,JG_510000007042,遂宁市船山区复桥镇卫生院,510903,未评级未评等
52488,JG_510000908236,城南医院,510903,未评级未评等
52495,JG_510000005152,盐边县格萨拉中心卫生院,510422,未评级未评等
52497,JG_510000006284,北川羌族自治县白什乡卫生院,510726,未评级未评等
52500,JG_510000003830,甘孜县妇幼保健计划生育服务中心,513328,二级乙等
52506,JG_510000014286,甘洛县团结乡卫生院,513435,未评级未评等
52509,JG_510000006258,梓潼县黎雅镇仙鹅卫生院,510725,未评级未评等
52513,JG_510000919590,内江嘉康医院,511002,一级未评等
52520,JG_510000203414,巴中市恩阳区司城社区卫生服务中心,511903,未评级未评等
52522,JG_510000006024,三台县灵兴镇争胜卫生院,510722,未评级未评等
52525,JG_510000006744,青川县七佛乡卫生院,510822,未评级未评等
52533,JG_510000914671,剑阁王杰生综合医院,510823,一级未评等
52537,JG_510000003840,新龙县妇幼保健计划生育服务中心,513329,二级乙等
52540,JG_510000013110,稻城县东义区中心卫生院,513337,未评级未评等
52543,JG_510000012314,小金县木坡乡中心卫生院,513227,未评级未评等
52544,JG_510000900057,成都青羊周围血管病医院,510105,一级未评等
52549,JG_510000000976,成都润禾皮肤病专科医院,510107,未评级未评等
52552,JG_510000000708,成都小米熊医院（成都送子鸟医院）,510105,一级未评等
52556,JG_510000012896,白玉县昌台乡中心卫生院,513331,未评级未评等
52560,JG_510000012428,阿坝县求吉玛乡卫生院,513231,未评级未评等
52566,JG_510000010984,汉源县顺河乡卫生院,511823,未评级未评等
52569,JG_510000013122,稻城县各卡乡卫生院,513337,未评级未评等
52570,JG_510000006322,平武县白马藏族乡中心卫生院,510727,未评级未评等
52573,JG_510000013108,乡城县沙贡乡卫生院,513336,未评级未评等
52575,JG_510000203242,阆中阆州医院,511381,未评级未评等
52613,JG_510000178714,广元博爱医院,510802,一级未评等
52635,JG_510000187892,越西长庚医院,513434,未评级未评等
52658,JG_510000175556,广元市朝天社区卫生服务中心,510812,未评级未评等
52694,JG_510000919389,旺苍康桥医院,510821,一级未评等
52731,JG_510000011622,平昌县江口街道元石卫生院,511923,未评级未评等
52782,JG_510000013380,盐源县官地镇卫生院,513423,未评级未评等
52784,JG_510000012596,丹巴县巴底镇中心卫生院,513323,未评级未评等
52787,JG_510000013260,木里县李子坪乡卫生院,513422,未评级未评等
52788,JG_510000012584,丹巴县章谷镇中心卫生院,513323,未评级未评等
52801,JG_510000924983,乐山华城耳鼻喉专科医院,511102,二级未评等
52804,JG_510000010944,汉源县清溪中心卫生院,511823,未评级未评等
52813,JG_510000007506,乐山市市中区棉竹镇卫生院,511102,未评级未评等
52874,JG_510000007138,蓬溪县荷叶乡卫生院,510921,未评级未评等
52883,JG_510000012590,丹巴县梭坡乡卫生院,513323,未评级未评等
52922,JG_510000012324,小金县窝底乡中心卫生院,513227,未评级未评等
52926,JG_510000012642,九龙县烟袋镇中心卫生院,513324,未评级未评等
52933,JG_510000014380,美姑县九口乡卫生院,513436,未评级未评等
52939,JG_510000012088,理县通化中心卫生院,513222,未评级未评等
53054,JG_510000174364,成都西北中西结合医院,510106,一级未评等
53077,JG_510000001018,成都体育学院附属体育医院,510107,三级甲等
53321,JG_510000931614,成都新都东立中医医院,510114,一级未评等
53436,JG_510000910017,旌阳善成中医医院,510603,一级未评等
53440,JG_510000X94845,都江堰糖尿荣信中医医院,510181,一级未评等
53568,JG_510000182720,都江堰安南医院,510181,一级未评等
53677,JG_510000903241,筠连应四哥骨伤医院,511527,一级甲等
53769,JG_510000001250,金堂黄氏中西医骨科医院,510121,二级甲等
53797,JG_510000001798,合江张氏骨科医院,510522,未评级未评等
53881,JG_510000003870,理塘县藏医院,513334,二级甲等
53900,JG_510000002866,眉山市东坡区血吸虫病防治站,511402,未评级未评等
53918,JG_510000928588,富顺天善眼科医院,510322,二级未评等
53998,JG_510000937718,仁寿怡心脑康医院,511421,未评级未评等
54053,JG_510000011086,天全县乐英乡卫生院,511825,未评级未评等
54104,JG_510000002396,蓬溪友爱天仁医院,510921,二级乙等
54129,JG_510000006692,青川县沙州镇中心卫生院,510822,未评级未评等
54188,JG_510000197836,自贡云山骨科医院,510302,二级未评等
54193,JG_510000014412,雷波县汶水镇卫生院,513437,未评级未评等
54230,JG_510107010AAW,成都武侯九星肾病医院,510107,二级未评等
54288,JG_510000005134,米易县湾丘彝族乡中心卫生院,510421,未评级未评等
54299,JG_510000006214,梓潼县仁和镇中心卫生院,510725,未评级未评等
54370,JG_510000010722,万源市庙子乡卫生院,511781,未评级未评等
54406,JG_510000007810,沐川县利店镇凤村卫生院,511129,未评级未评等
54491,JG_510000011094,芦山县太平镇中心卫生院,511826,未评级未评等
54604,JG_510000013914,昭觉县解放沟镇中心卫生院,513431,未评级未评等
54609,JG_510000X72716,成都中医大银海眼科医院（成都中医大银海眼科医院互联网医院）,510106,三级未评等
54622,JG_510000013666,宁南县俱乐镇卫生院（俱乐镇妇幼保健计划生育服务站）,513427,未评级未评等
54666,JG_510000012002,成都东部新区灵仙卫生院,510197,未评级未评等
54699,JG_510000161856,阆中仁华医院,511381,一级甲等
54711,JG_510000011510,南江县高桥镇卫生院,511922,未评级未评等
54721,JG_510000004900,自贡市贡井区艾叶镇卫生院,510303,未评级未评等
54798,JG_510000008004,南充市顺庆区华凤社区卫生服务中心,511302,未评级未评等
54840,JG_510000008152,南充市嘉陵区曲水镇卫生院,511304,未评级未评等
54866,JG_510000009988,邻水县高滩镇中心卫生院,511623,未评级未评等
54942,JG_510000900060,绵阳仁爱康复医院,510704,二级未评等
54965,JG_510000008244,南部县流马镇卫生院,511321,未评级未评等
54967,JG_510000007552,乐山市市中区通江街道柏杨社区卫生服务中心,511102,未评级未评等
55069,JG_510000005138,米易县新山傈僳族乡卫生院,510421,未评级未评等
55123,JG_510000005260,纳溪区合面中心卫生院（泸州市纳溪区第九人民医院）,510503,未评级未评等
55173,JG_510000005224,江阳区蓝田街道社区卫生服务中心,510502,未评级未评等
55207,JG_510000008044,高坪区胜观镇卫生院,511303,未评级未评等
55226,JG_510000928486,南充创伤骨科医院,511302,未评级未评等
55233,JG_510000006602,广元市朝天区李家镇卫生院,510812,未评级未评等
55375,JG_510000014392,美姑县龙门乡卫生院,513436,未评级未评等
55387,JG_510823108AAA,剑阁光明医院,510823,未评级未评等
55409,JG_510000X57789,蓬安华联医院,511323,一级未评等
55413,JG_510000920998,达州市达川区石家湾社区卫生服务站,511703,未评级未评等
55514,JG_510000008070,高坪区青居中心卫生院,511303,未评级未评等
55529,JG_510000006220,梓潼县卧龙镇卫生院,510725,未评级未评等
55543,JG_510000168338,达州市达川区曹家梁社区卫生服务站,511703,未评级未评等
55580,JG_510000905300,岳池康健医院,511621,一级未评等
55581,JG_510000006698,青川县茶坝乡卫生院,510822,未评级未评等
55628,JG_510000913582,会东天济医院,513426,未评级未评等
55651,JG_510000005320,泸县得胜镇卫生院,510521,未评级未评等
55776,JG_510000908233,若尔盖博爱医院,513232,未评级未评等
55795,JG_510000911271,成都华厦眼科医院,510199,三级未评等
55803,JG_510000011006,汉源县富庄镇卫生院,511823,未评级未评等
55821,JG_510000002264,广旺矿区赵家坝医院,510821,未评级未评等
55836,JG_510000007272,内江市市中区龙门镇卫生院,511002,未评级未评等
55994,JG_510000001222,成都新都桂湖医院,510114,一级未评等
56161,JG_510000925789,南部康乐医院,511321,一级未评等
56175,JG_510000008898,阆中市河溪街道石龙卫生院,511381,未评级未评等
56380,JG_510000012060,汶川县映秀镇中心卫生院,513221,未评级未评等
56424,JG_510000009064,仁寿县藕塘镇卫生院,511421,未评级未评等
56461,JG_510000162132,广汉刘汉书医院,510681,一级未评等
56479,JG_510000007248,内江市市中区精神病医院（内江市市中区人民医院精神专科病区）,511002,二级未评等
56506,JG_510000X39485,成都高新区锦城社区卫生服务中心,510199,未评级未评等
56541,JG_510000005444,叙永县观兴镇卫生院,510524,未评级未评等
56552,JG_510000000684,成都市青羊区妇幼保健计划生育服务中心（成都市青羊区妇幼保健院）,510105,二级甲等
56578,JG_510000908506,梓潼治满医院,510725,一级未评等
56595,JG_510000014430,雷波县西宁镇卫生院,513437,未评级未评等
56629,JG_510000908417,仁真医院,513201,未评级未评等
56668,JG_510000935410,彭州市天彭街道安康护理院,510182,未评级未评等
56677,JG_510000009232,丹棱县顺龙乡卫生院,511424,未评级未评等
56687,JG_510000014326,美姑县峨曲古乡中心卫生院,513436,未评级未评等
56763,JG_510000200356,成都成华北区医院,510108,未评级未评等
56814,JG_510000176572,广元东晨医院,510802,二级乙等
56874,JG_510000004704,彭州市白鹿镇卫生院,510182,未评级未评等
56916,JG_510000005700,广汉市三水镇卫生院,510681,未评级未评等
57088,JG_510000010154,达川区明月江街道社区卫生服务中心,511703,未评级未评等
57153,JG_510000010676,渠县李渡镇卫生院,511725,未评级未评等
57169,JG_510000006670,旺苍县盐河镇卫生院,510821,未评级未评等
57172,JG_510000201288,南充龙医官医院,511303,未评级未评等
57210,JG_510000011402,通江县火炬镇卫生院,511921,未评级未评等
57288,JG_510000008648,仪陇县来仪乡卫生院,511324,未评级未评等
57305,JG_510000009222,洪雅县洪川镇社区卫生服务中心,511423,未评级未评等
57356,JG_510000011166,巴中市恩阳区尹家镇卫生院,511903,未评级未评等
57394,JG_510000013506,会理市关河镇卫生院,513402,未评级未评等
57405,JG_510000005528,德阳市旌阳区新中镇卫生院,510603,未评级未评等
57444,JG_510000011324,通江县青峪镇卫生院,511921,未评级未评等
57453,JG_510000181282,成都神康癫痫医院,510104,一级未评等
57653,JG_510000013168,西昌市佑君镇中心卫生院,513401,未评级未评等
57792,JG_510000013750,普格县大坪乡卫生院,513428,未评级未评等
57816,JG_510000008188,南部县石龙镇卫生院,511321,未评级未评等
57882,JG_510000011278,巴中市巴州区东城街道大东社区卫生服务中心,511902,未评级未评等
58022,JG_510000918532,蓝平医院,511702,一级未评等
58041,JG_510000901065,成都武侯军盛医院,510107,一级未评等
58063,JG_510000149047,成都高新区桂溪社区卫生服务中心,510199,未评级未评等
58091,JG_510000007820,峨边彝族自治县红旗镇卫生院,511132,未评级未评等
58302,JG_510000008968,阆中市金垭镇卫生院,511381,未评级未评等
58372,JG_510000173644,青竹街道社区卫生服务中心,511425,未评级未评等
58385,JG_510000013988,昭觉县三岔河镇中心卫生院,513431,未评级未评等
58414,JG_510000013660,宁南县骑骡沟镇卫生院（骑骡沟镇妇幼保健计划生育服务站）,513427,未评级未评等
58440,JG_510000936995,遂宁康炜精神病医院,510904,二级未评等
58489,JG_510000009506,长宁县梅白镇卫生院,511524,未评级未评等
58553,JG_510000202028,宜宾中山医院,511502,二级乙等
58560,JG_510000013262,木里县克尔乡卫生院,513422,未评级未评等
58591,JG_510000014248,甘洛县新市坝镇卫生院,513435,未评级未评等
58731,JG_510000004050,雷波县妇幼保健计划生育服务中心,513437,二级乙等
58829,JG_510000005236,江阳区华阳街道社区卫生服务中心,510502,未评级未评等
