,basy_yljgid,basy_caption,basy_dept_adrresscode,basy_yydj
3042,JG_510000000808,成都大学附属医院（成都大学附属医院互联网医院）,510106,三级甲等
3043,JG_510000184220,资中资州医院,511025,二级甲等
3044,JG_510000000946,四川省肿瘤医院,510107,三级甲等
3046,JG_510000160344,南充民心医院,511302,未评级未评等
3049,JG_510000004320,金堂县五凤镇卫生院（金堂县五凤镇公共卫生所）,510121,未评级未评等
3052,JG_5100001929492,福民医院,511602,一级未评等
3053,JG_510000010576,渠县第三人民医院（渠县静边镇中心卫生院）,511725,未评级未评等
3058,JG_510000002490,威远同心医院,511024,二级乙等
3059,JG_510000010514,大竹县中华镇卫生院,511724,未评级未评等
3063,JG_510000008124,南充市嘉陵区都尉街道木老社区卫生服务中心,511304,未评级未评等
3068,JG_510000006948,苍溪县元坝镇中心卫生院,510824,未评级未评等
3069,JG_510000006102,盐亭县黄甸镇中心卫生院,510723,未评级未评等
3071,JG_510000008184,南部县铁佛塘镇卫生院,511321,未评级未评等
3073,JG_510000010720,万源市大竹中心卫生院,511781,未评级未评等
3074,JG_510000931574,泸州家和康医院,510502,二级未评等
3075,JG_510000148022,成都双流爱民综合医院,510116,一级未评等
3076,JG_510000X68933,米诺娃妇女儿童医院,510107,三级未评等
3077,JG_510000006826,剑阁县元山镇中心卫生院,510823,未评级未评等
3078,JG_510000200772,筠连应氏骨科医院,511527,一级乙等
3082,JG_510000013528,会理市六华镇中心卫生院,513402,未评级未评等
3084,JG_510000011140,巴中市恩阳区人民医院,511903,三级未评等
3085,JG_510000007906,峨眉山市龙池镇中心卫生院,511181,未评级未评等
3088,JG_510000160144,眉山老年病医院有限公司,511402,二级乙等
3095,JG_510000015212,广安市广安区万盛社区卫生服务中心,511602,未评级未评等
3096,JG_510000007198,射洪市香山镇卫生院,510981,未评级未评等
3099,JG_510000164854,民生医院,510502,一级未评等
3101,JG_510000903325,古蔺世平医院,510525,一级未评等
3105,JG_510000005462,古蔺县永乐街道社区卫生服务中心,510525,未评级未评等
3106,JG_510000002074,绵阳市人民医院,510703,三级乙等
3107,JG_510000004666,四川省地矿局四0五医院,510181,二级甲等
3108,JG_510000005870,绵阳市游仙区新桥中心卫生院,510704,未评级未评等
3109,JG_510000201102,成都新世纪妇女儿童医院（成都新世纪妇女儿童医院互联网医院）,510105,二级未评等
3110,JG_510000007444,资中县明心寺镇卫生院,511025,未评级未评等
3113,JG_510000003138,宜宾南山医院,511503,一级乙等
3115,JG_510000011138,巴州区曾口中心卫生院,511902,未评级未评等
3119,JG_510000005466,古蔺县太平中心卫生院,510525,未评级未评等
3126,JG_510000005304,泸县石桥镇卫生院,510521,未评级未评等
3131,JG_510000936532,民安精神康复医院,513223,未评级未评等
3132,JG_510000914406,简阳空分医院,510185,二级甲等
3134,JG_510000001782,泸县妇幼保健计划生育服务中心（泸县妇幼保健院）,510521,二级乙等
3139,JG_510000201768,自贡家馨医院（有限合伙）,510303,一级未评等
3142,JG_510000001398,都江堰市第二人民医院,510181,二级甲等
3149,JG_510000010434,大竹县第三人民医院,511724,未评级未评等
3153,JG_510000908192,广安致和康复医院,511602,一级未评等
3164,JG_510000007454,隆昌市黄家镇中心卫生院,511083,未评级未评等
3165,JG_510000148385,成都市温江区人民医院,510115,三级甲等
3167,JG_510000011426,南江县长赤镇中心卫生院,511922,未评级未评等
3169,JG_510000001500,崇州市妇幼保健计划生育服务中心（崇州市妇幼保健院）,510184,三级乙等
3170,JG_510000930145,南充怀康精神病专科医院,511304,二级未评等
3171,JG_510000006932,苍溪县亭子镇卫生院,510824,未评级未评等
3173,JG_510000011664,平昌县岩口镇卫生院,511923,未评级未评等
3181,JG_510000188716,雷波祥和医院,513437,未评级未评等
3183,JG_510000153016,泸县惠仁医院,510521,一级未评等
3188,JG_510000003182,兴文县人民医院,511528,三级乙等
3189,JG_510000182602,射洪老年病医院,510981,二级乙等
3190,JG_510000005406,叙永县龙凤镇兴隆卫生院,510524,未评级未评等
3191,JG_510000930306,岳池同信医院,511621,未评级未评等
3192,JG_510000000802,四川省建筑医院,510106,三级未评等
3193,JG_510000005288,龙马潭区安宁街道社区卫生服务中心,510504,未评级未评等
3196,JG_510000159828,龙马潭明康医院,510504,一级未评等
3199,JG_510000005926,三台县刘营镇中心卫生院,510722,未评级未评等
3200,JG_510000002818,营山祥润康复医院,511322,未评级未评等
3201,JG_510000003994,会东县妇幼保健计划生育服务中心会东县妇幼保健院,513426,二级甲等
3202,JG_510000007502,乐山市市中区安谷镇中心卫生院,511102,未评级未评等
3204,JG_510000009666,兴文县共乐镇中心卫生院,511528,未评级未评等
3207,JG_510000009428,江安县铁清镇卫生院,511523,未评级未评等
3209,JG_510000007302,内江市东兴区双桥镇卫生院,511011,未评级未评等
3210,JG_510000925052,仪陇德慈精神病专科医院,511324,未评级未评等
3211,JG_510000001102,成都宝石花医院,510108,未评级未评等
3212,JG_510000009802,岳池县顾县镇中心卫生院,511621,未评级未评等
3215,JG_510000004638,都江堰市幸福街道社区卫生服务中心,510181,未评级未评等
3216,JG_510000006774,剑阁县张王镇卫生院,510823,未评级未评等
3217,JG_510000010780,万源市黑宝山镇卫生院,511781,未评级未评等
3221,JG_510000004326,金堂县云合镇卫生院,510121,未评级未评等
3225,JG_510000005322,泸县海潮镇卫生院,510521,未评级未评等
3228,JG_510000004926,大安区庙坝镇卫生院,510304,未评级未评等
3229,JG_510000007396,资中县银山镇卫生院,511025,未评级未评等
3232,JG_510000003828,甘孜县人民医院,513328,二级甲等
3236,JG_510000008118,南充市嘉陵区西兴中心卫生院,511304,未评级未评等
3239,JG_510000003968,德昌县人民医院,513424,三级乙等
3241,JG_510000011830,安岳县白塔寺乡卫生院,512021,未评级未评等
3242,JG_510000009838,岳池县石垭镇中心卫生院,511621,未评级未评等
3246,JG_510000009006,眉山市东坡区永寿镇卫生院,511402,未评级未评等
3249,JG_510000187630,泸州纳溪健洪医院,510503,一级乙等
3250,JG_510000005890,绵阳经济技术开发区松垭人民医院（松垭镇卫生院）,510777,未评级未评等
3252,JG_510000004348,金堂县官仓社区卫生服务中心（金堂县官仓街道公共卫生所）,510121,未评级未评等
3254,JG_510000011248,巴中市恩阳区群乐镇卫生院,511903,未评级未评等
3255,JG_510000010246,宣汉县下八镇卫生院,511722,未评级未评等
3257,JG_510000005308,泸县天兴镇卫生院,510521,未评级未评等
3259,JG_510000007698,井研县高凤镇卫生院,511124,未评级未评等
3260,JG_510000011330,通江县铁佛中心卫生院,511921,未评级未评等
3261,JG_510000167620,金堂宸迹医院,510121,一级未评等
3264,JG_510000188406,合江仁健医院,510522,一级未评等
3265,JG_510000007386,资中县鱼溪镇卫生院,511025,未评级未评等
3266,JG_510000010620,渠县龙凤镇卫生院,511725,未评级未评等
3271,JG_510000007594,乐山市五通桥区竹根社区卫生服务中心,511112,未评级未评等
3272,JG_510000005412,叙永县大石镇卫生院,510524,未评级未评等
3274,JG_510000007224,大英县河边中心卫生院,510923,未评级未评等
3275,JG_510000004584,蒲江县寿安社区卫生服务中心,510131,未评级未评等
3279,JG_510000002784,南充市嘉陵区妇幼保健计划生育服务中心,511304,二级甲等
3280,JG_510000187636,泸州纳溪安和医院,510503,一级乙等
3282,JG_510000010952,汉源县唐家镇卫生院,511823,未评级未评等
3285,JG_510000004952,自贡市沿滩区联络镇中心卫生院,510311,未评级未评等
3286,JG_510000004730,邛崃市南宝山镇卫生院,510183,未评级未评等
3287,JG_510000149053,成都高新区合作社区卫生服务中心,510199,未评级未评等
3288,JG_510000005358,合江县石龙镇卫生院,510522,未评级未评等
3290,JG_510000003174,筠连县人民医院,511527,三级乙等
3299,JG_510000007278,内江市市中区靖民镇卫生院,511002,未评级未评等
3303,JG_510000003478,雅安市雨城区人民医院.雅安市第二人民医院,511802,三级乙等
3309,JG_510000005756,什邡市马井中心卫生院,510682,未评级未评等
3313,JG_510000007164,射洪市金家中心卫生院,510981,未评级未评等
3314,JG_510000001624,富顺县妇幼保健院,510322,三级乙等
3318,JG_510000203574,岳池红兴医院,511621,一级未评等
3320,JG_510000011958,简阳市禾丰中心卫生院,510185,未评级未评等
3323,JG_510000900489,眉山仁德精成中医骨伤医院,511402,二级未评等
3325,JG_510000009226,丹棱县杨场镇中心卫生院,511424,未评级未评等
3329,JG_510000915381,宣汉双河王烟灰医院,511722,一级未评等
3342,JG_510000X18875,成都亲睦家爱立康老年病医院,510115,二级未评等
3343,JG_510000011532,南江县关路镇卫生院,511922,未评级未评等
3346,JG_510000X77070,成都天使儿童医院,510107,二级未评等
3353,JG_510000187614,泸州纳溪博源医院,510503,一级乙等
3354,JG_510000011364,通江县唱歌镇卫生院,511921,未评级未评等
3355,JG_510000908081,中江安兴医院,510623,一级未评等
3358,JG_510000009858,岳池县白庙镇中心卫生院,511621,未评级未评等
3362,JG_510000004954,自贡市沿滩区瓦市镇中心卫生院,510311,未评级未评等
3365,JG_510000004004,普格县妇幼保健院,513428,二级乙等
3366,JG_510000174202,喜德光明医院,513432,一级未评等
3373,JG_510000010564,渠县临巴镇中心卫生院,511725,未评级未评等
3378,JG_510000011436,南江县大河镇中心卫生院,511922,未评级未评等
3379,JG_510000011986,成都东部新区玉成社区卫生服务中心,510197,未评级未评等
3381,JG_510000006094,盐亭县鹅溪镇卫生院,510723,未评级未评等
3382,JG_510000004342,金堂县白果社区卫生服务中心（金堂县白果街道公共卫生所）,510121,未评级未评等
3384,JG_510000010696,万源市罗文中心卫生院,511781,未评级未评等
3386,JG_510000002804,南部中仁医院,511321,二级乙等
3391,JG_510000002392,蓬溪县人民医院,510921,三级未评等
3393,JG_510000183220,苍溪广济医院,510824,一级未评等
3395,JG_510000005502,德阳市旌阳区双东镇卫生院,510603,未评级未评等
3397,JG_510000006374,江油市彰明镇卫生院,510781,未评级未评等
3398,JG_510000008842,阆中市河溪街道中心卫生院（阆中市第四人民医院）,511381,未评级未评等
3399,JG_510000172500,崇州浩康疼痛康复医院,510184,二级未评等
3412,JG_510000011170,巴中市恩阳区下八庙镇卫生院,511903,未评级未评等
3415,JG_510000008336,南部县花罐镇卫生院,511321,未评级未评等
3421,JG_510000008484,蓬安县河舒中心卫生院,511323,未评级未评等
3424,JG_510000002684,峨眉山市精神病医院,511181,二级乙等
3426,JG_510000198132,西充府南医院,511325,一级甲等
3428,JG_510000001628,富顺大生堂医院,510322,一级甲等
3433,JG_510000187222,德阳肿瘤医院,510603,二级甲等
3435,JG_510000168248,大竹时代医院,511724,一级未评等
3447,JG_510000003778,甘孜藏族自治州卫生学校附属医院,513301,二级甲等
3449,JG_510000005484,古蔺县观文中心卫生院,510525,未评级未评等
3450,JG_510000175344,自贡高新肿瘤医院,510311,二级未评等
3452,JG_510000161154,泸县济民医院,510521,一级未评等
3454,JG_510000189954,南充市嘉陵区人民医院,511304,二级甲等
3458,JG_510000004602,成都市新津区安西镇公立卫生院,510118,未评级未评等
3460,JG_510000010294,宣汉县第二人民医院,511722,二级甲等
3463,JG_510000003178,筠连县妇幼保健计划生育服务中心,511527,二级甲等
3465,JG_510000005506,德阳市旌阳区黄许镇卫生院,510603,未评级未评等
3466,JG_510000008712,仪陇县丁字桥镇卫生院,511324,未评级未评等
3470,JG_510000002944,丹棱县妇幼保健服务中心,511424,二级甲等
3473,JG_510000003806,九龙县人民医院,513324,二级甲等
3476,JG_510000007686,井研县研经镇中心卫生院,511124,未评级未评等
3477,JG_510000008740,西充县义兴中心卫生院,511325,未评级未评等
3485,JG_510000003476,雅安仁康医院（雅安结石病医院）,511802,二级乙等
3489,JG_510000008228,南部县老鸦镇卫生院,511321,未评级未评等
3491,JG_510000005648,中江县太安镇卫生院,510623,未评级未评等
3492,JG_510000X44356,宜宾和康骨科医院,511504,二级未评等
3493,JG_510000006340,平武县高村乡卫生院,510727,未评级未评等
3496,JG_510000150016,沐川县沐溪镇卫生院,511129,未评级未评等
3499,JG_510000178760,纳溪区安富街道社区卫生服务中心,510503,未评级未评等
3501,JG_510000162184,广汉澄铭医院,510681,一级未评等
3502,JG_510000013532,会理市太平镇中心卫生院,513402,未评级未评等
3504,JG_510000006390,江油市雁门镇中心卫生院,510781,未评级未评等
3505,JG_510000002432,内江市市中区人民医院,511002,三级未评等
3506,JG_510000X71618,昭觉阳光医院,513431,未评级未评等
3511,JG_511825100AAB,天全天愿医院,511825,二级乙等
3513,JG_510000010202,通川区梓桐镇卫生院,511702,未评级未评等
3514,JG_510000005966,三台县金石镇中心卫生院,510722,未评级未评等
3516,JG_510000004304,成都市新都区军屯镇中心卫生院,510114,未评级未评等
3520,JG_510000010578,渠县清溪场镇中心卫生院,511725,未评级未评等
3524,JG_510000148399,成都市温江区寿安镇中心卫生院,510115,未评级未评等
3525,JG_510000921726,成都龙泉驿锦欣慢性病医院,510112,二级未评等
3526,JG_510000004740,邛崃市孔明街道卫生院,510183,未评级未评等
