,basy_caption
3232,成都中医哮喘医院（成都中医肺科医院 成都中医哮喘医院互联网医院）
3233,成都中医药大学附属生殖妇幼医院
3234,成都中科甲状腺医院
3235,成都五六四医院
3236,成都双楠医院
3237,成都双流弘德医院
3238,成都双流碧然康养九龙湖护理中心
3239,成都双流长尊综合医院
3240,成都嘉事康复医院
3241,成都天府新区宏明医院
3242,成都安琪儿妇产医院
3243,成都宝康医院
3244,成都市双流区中医医院
3245,成都市双流区西航港社区卫生服务中心
3246,成都市双流区黄龙溪镇卫生院
3247,成都市成华区天府众合老年护理中心
3248,成都市成华区第三人民医院
3249,成都市新津区兴义镇中心卫生院
3250,成都市新津区普兴街道中心卫生院
3251,成都市新都区新繁街道社区卫生服务中心
3252,成都市新都区桂湖街道城西社区卫生服务中心
3253,成都市温江区人民医院
3254,成都市温江区公平街道社区卫生服务中心
3255,成都市温江区天府街道社区卫生服务中心
3256,成都市郫都区三道堰镇卫生院
3257,成都市郫都区人民医院
3258,成都市郫都区郫筒街道社区卫生服务中心
3259,成都市金牛区人民医院（四川省人民医院金牛医院 成都市脑外伤抢救中心 成都市金牛区人民医院互联网医院）
3260,成都市青白江区祥福镇公立中心卫生院
3261,成都市龙泉驿区洛带镇公立卫生院
3262,成都得乐气管炎哮喘研究所附属医院（成都得乐医院）
3263,成都成华时友东区医院
3264,成都新世纪妇女儿童医院（成都新世纪妇女儿童医院互联网医院）
3265,成都新生堂妇女儿童医院
3266,成都新视界眼科医院
3267,成都新都北延医院
3268,成都新都新繁龙安医院
3269,成都新都竹友医院
3270,成都显微手足外科医院
3271,成都温江惠民医院
3272,成都爱道医院
3273,成都红星老年病医院
3274,成都西南不孕不育医院
3275,成都西部甲状腺医院
3276,成都金牛关怀老年病医院
3277,成都铜雀台医学美容医院
3278,成都锦欣妇产科医院
3279,成都高新后美医疗美容医院
3280,成都高新米兰柏羽医学美容医院
3281,成都高新西南儿童康复医院
3282,攀枝花市中西医结合医院
3283,攀枝花市仁和区同德镇中心卫生院（攀枝花市仁和区同德镇妇幼保健站）
3284,攀枝花爱尔眼科医院
3285,新津恒生医院
3286,旺苍县人民医院
3287,旺苍县英萃镇中心卫生院
3288,旺苍友辰医院
3289,旺苍红城医院
3290,昭觉县人民医院
3291,昭觉县竹核镇中心卫生院
3292,普格惠康医院
3293,木里藏族自治县人民医院
3294,梓潼县妇幼保健院
3295,梓潼县石牛镇卫生院
3296,梓潼县黎雅镇中心卫生院
3297,梓潼治满医院
3298,武胜仁康医院
3299,武胜县万隆镇中心卫生院
3300,武胜县三溪镇卫生院
3301,武胜县石盘镇卫生院
3302,武胜县胜利镇卫生院
3303,武胜县赛马镇卫生院
3304,武胜友谊医院
3305,武胜德重医院
3306,武胜瑞康精神病专科医院
3307,武胜百信医院
3308,民生医院
3309,汉源县富乡乡卫生院
3310,汉源县马烈乡卫生院
3311,江安县怡乐镇卫生院
3312,江安县迎安镇中心卫生院
3313,江油市含增镇卫生院
3314,江油市大康镇卫生院
3315,江油市太平镇卫生院
3316,江油市枫顺乡卫生院
3317,江油市武都镇中心卫生院
3318,江油市铁路医院
3319,江油蜀安精神病医院
3320,江阳区大山坪街道社区卫生服务中心
3321,江阳区邻玉街道社区卫生服务中心
3322,江阳平康医院
3323,沐川县利店镇凤村卫生院
3324,沐川县茨竹乡卫生院
3325,沐川益康医院
3326,泸县云锦镇卫生院
3327,泸县仁爱医院
3328,泸县天兴镇卫生院
3329,泸县奇峰中心卫生院
3330,泸县妇幼保健计划生育服务中心（泸县妇幼保健院）
3331,泸县曙康医院
3332,泸州市纳溪区人民医院
3333,泸州市龙马潭区第二人民医院
3334,泸州纳溪顺江医院
3335,泸州纳溪骏安医院
3336,泸州长生众信肾病医院
3337,泸州龙马潭圣康中医骨伤医院
3338,洪雅县东岳镇卫生院
3339,洪雅县中山镇卫生院
3340,洪雅川西医院（普通合伙）
3341,渠县中滩镇卫生院
3342,渠县佑安医院
3343,渠县合力镇卫生院
3344,渠县巨光乡卫生院
3345,渠县望江乡卫生院
3346,渠县望溪镇卫生院
3347,渠县济兴医院
3348,渠县贵福镇中心卫生院
3349,渠县长久医院
3350,渠县鞍康医院
3351,犍为县大兴镇卫生院
3352,犍为县妇幼保健院
3353,犍为县玉津镇卫生院（犍为县玉津社区卫生服务中心）
3354,犍为县龙孔镇中心卫生院
3355,犍为爱尔眼科医院
3356,玉桂医院
3357,珙县上罗镇中心卫生院
3358,甘孜藏族自治州人民医院
3359,甘孜藏族自治州藏医院
3360,电子科技大学医院（清水河校区）
3361,盐亭县九龙镇中心卫生院
3362,盐源县人民医院
3363,盐源县右所乡卫生院
3364,盐源县棉桠镇卫生院
3365,盐源县盐井街道卫生院（盐井社区卫生服务中心）
3366,眉山市东坡区三苏镇卫生院
3367,眉山市东坡区复兴卫生院
3368,眉山市彭山区精神卫生保健院
3369,眉山市彭山区观音街道彭溪社区卫生服务中心
3370,眉山市彭山区谢家街道社区卫生服务中心
3371,眉山普和精神病医院
3372,稻城县人民医院
3373,简阳市人民医院
3374,简阳市施家中心卫生院
3375,简阳市涌泉镇卫生院
3376,简阳市石钟镇卫生院
3377,简阳市赤水街道社区卫生服务中心
3378,简阳市踏水镇卫生院
3379,简阳爱晚中西医结合医院
3380,米兰柏羽医学美容医院
3381,米易县撒莲镇卫生院
3382,红宇医院
3383,纳溪区东升街道社区卫生服务中心
3384,纳溪区丰乐中心卫生院（泸州市纳溪区第四人民医院）
3385,纳溪区合面中心卫生院（泸州市纳溪区第九人民医院）
3386,绵竹市什地镇卫生院
3387,绵竹市精神病医院
3388,绵竹市紫岩街道社区卫生服务中心
3389,绵阳市涪城区杨家镇卫生院
3390,绵阳市游仙区仙鹤中心卫生院
3391,绵阳市游仙区涪江街道社区卫生服务中心
3392,绵阳市游仙区魏城中心卫生院
3393,绵阳市第三人民医院
3394,绵阳海灵精神病医院
3395,绵阳睿达精神病医院
3396,绵阳经济技术开发区塘汛街道城南社区卫生服务中心
3397,绵阳耳鼻喉医院
3398,美姑华医医院
3399,美姑县瓦候乡卫生院
3400,自贡和祥医院有限公司
3401,自贡市沿滩区兴隆镇卫生院
3402,自贡市沿滩区妇幼保健院
3403,自贡市沿滩区富全镇卫生院
3404,自贡市第四人民医院
3405,自贡康宁精神病医院
3406,自贡松意医养康复医院
3407,自贡爱尔眼科医院
3408,色达县妇幼保健计划生育服务中心
3409,芦山仁爱医院
3410,芦山县人民医院
3411,芦山县宝盛乡卫生院
3412,苍溪仁泰医院
3413,苍溪县东青镇中心卫生院
3414,苍溪县亭子镇卫生院
3415,苍溪县人民医院
3416,苍溪县元坝镇中心卫生院
3417,苍溪县妇幼保健院
3418,苍溪县岳东镇卫生院
3419,苍溪县百利镇卫生院
3420,苍溪县第二人民医院
3421,苍溪县黄猫垭镇卫生院
3422,茂蓉医院
3423,荣县古文镇卫生院
3424,荣县来牟镇卫生院
3425,荥经荥兴医院
3426,营山县中医医院
3427,营山县双流镇孔雀卫生院
3428,营山县回龙中心卫生院
3429,营山县新店中心卫生院
3430,营山县木垭镇卫生院
3431,营山县柏林乡卫生院
3432,营山县老林中心卫生院
3433,蒲江县中医医院
3434,蓬安中山骨科医院
3435,蓬安县兴旺中心卫生院
3436,蓬安县金溪中心卫生院
3437,蓬安县鲜店乡卫生院
3438,蓬溪县金桥镇卫生院
3439,西充仁安医院
3440,西充县双凤中心卫生院
3441,西充县晋城中心卫生院
3442,西充县车龙乡卫生院
3443,西充县高院镇卫生院
3444,西充盛泰医院
3445,西南医科大学附属口腔医院
3446,西南科技大学医院
3447,西昌市礼州镇中心卫生院
3448,西昌市经久乡卫生院
3449,西昌市裕隆回族乡卫生院
3450,贡井区中医医院
3451,资中县双河镇卫生院
3452,资中县球溪镇卫生院
3453,资中县银山镇卫生院
3454,资阳市雁江区临江镇卫生院
3455,资阳市雁江区堪嘉镇卫生院
3456,资阳爱尔眼科医院有限公司
3457,越西博爱医院
3458,越西县保安藏族乡卫生院
3459,越西县申果庄乡卫生院
3460,达州元达联合疗养院
3461,达州市妇幼保健计划生育服务中心(达州市妇女儿童医院）
3462,达州市达川区双庙镇卫生院
3463,达州市达川区桥湾镇卫生院
3464,达州市达川区河市镇中心卫生院
3465,达州市达川区石梯镇中心卫生院
3466,达州市达川区管村镇中心卫生院
3467,达州市达川区赵家镇中心卫生院
3468,达州田氏骨病医院
3469,达州睛泰眼科医院
3470,达州长生肾病医院
3471,通江县两河口镇卫生院
3472,通江县沙溪中心卫生院
3473,通江县空山镇卫生院
3474,通江县陈河镇卫生院
3475,通江县麻石中心卫生院
3476,通江县龙凤场镇卫生院
3477,通江安康精神病医院
3478,通江毛氏医院
3479,遂宁君和老年病医院
3480,遂宁市安居区中医院
3481,遂宁市安居区人民医院
3482,遂宁市船山区新桥镇中心卫生院
3483,遂宁肛肠专科医院
3484,遂宁视美医院
3485,道孚县人民医院
3486,邛崃品范医院
3487,邛崃市南宝山镇卫生院
3488,邛崃市固驿街道卫生院
3489,邛崃市夹关镇中心卫生院（邛崃市第三人民医院）
3490,邛崃市妇幼保健院
3491,邛崃市羊安街道中心卫生院
3492,邛崃民惠医院
3493,邻水仁正医院
3494,邻水华枫医院
3495,邻水县三古镇卫生院
3496,邻水县石永镇卫生院
3497,邻水县第二人民医院
3498,邻水县高滩镇中心卫生院
3499,邻水县黎家镇卫生院
3500,都江堰市龙池镇中心卫生院
3501,都江堰杰琳康复医院
3502,都江堰鹏程疼痛医院
3503,金堂县第四人民医院（金堂县精神卫生中心）
3504,金堂县高板社区卫生服务中心（金堂县高板街道公共卫生所）
3505,金堂晟康精神病医院
3506,金堂黄氏中西医骨科医院
3507,金川县咯尔乡卫生院
3508,金阳县妇幼保健计划生育服务中心
3509,金阳县芦稿镇卫生院
3510,长宁县中医医院
3511,长宁县人民医院
3512,长宁县双河镇中心卫生院
3513,长宁县古河镇中心卫生院
3514,长宁县硐底镇卫生院
3515,长宁县花滩镇中心卫生院
3516,长宁县长宁镇中心卫生院
3517,长宁县龙头镇卫生院
3518,阆中市保宁社区卫生服务中心
3519,阆中市千佛镇中心卫生院
3520,阆中市妇幼保健计划生育服务中心
3521,阆中市江南社区卫生服务中心
3522,阆中市龙泉镇卫生院
3523,阿坝县人民医院
3524,隆昌市中医医院
3525,隆昌市妇幼保健院
3526,隆昌市胡家镇中心卫生院
3527,隆昌市黄家镇中心卫生院
3528,隆昌市龙市镇中心卫生院
3529,雅安市名山区永兴街道卫生院
3530,雅安市名山区蒙阳街道社区卫生服务中心
3531,雅安市名山区黑竹镇卫生院
3532,雅安市雨城区大兴社区卫生服务中心
3533,雨辰医养结合医院
3534,雷波县巴姑乡卫生院
3535,雷波县渡口镇卫生院
3536,雷波县箐口乡卫生院
3537,雷波县西宁镇卫生院
3538,雷波县锦城镇社区卫生服务中心
3539,青川县乔庄镇中心卫生院
3540,青川县大院回族乡卫生院
3541,青川县石坝乡卫生院
3542,青神县妇幼保健计划生育服务中心
3543,青神县汉阳镇中心卫生院
3544,青神康达骨科医院
3545,马边彝族自治县建设镇卫生院
3546,高县人民医院
3547,高县文江镇中心卫生院（高县第二人民医院）
3548,高坪区会龙镇卫生院
3549,高坪区白塔社区卫生服务中心
3550,龙马潭区双加镇卫生院
3551,龙马潭区特兴街道社区卫生服务中心
3552,一六七医院
3553,万源仁合医院
3554,万源市固军镇卫生院
3555,万源市大沙镇卫生院
3556,万源市玉带乡卫生院
3557,万源市草坝中心卫生院
3558,万源市魏家镇卫生院
3559,万源长生医院有限公司
3560,三六三医院
3561,三台刘氏正骨医院
3562,三台县塔山镇中心卫生院
3563,三台县观桥镇中心卫生院
3564,三台太和医院
3565,三台民生医院
3566,三台鸿福医院
3567,东部新区养马社区卫生服务中心
3568,中江县万福中心卫生院
3569,中江县会龙镇卫生院
3570,中江县通济镇卫生院
3571,丹棱县人民医院
3572,丹棱县张场镇中心卫生院（张场镇妇幼保健计划生育服务站）
3573,丹棱县顺龙乡卫生院
3574,丹棱恒康精神病医院
3575,乐山大佛景区社区卫生服务中心（乐山大渡河医院)
3576,乐山安定精神病医院
3577,乐山市中医医院
3578,乐山市五通桥区妇幼保健院
3579,乐山市五通桥区石麟镇卫生院
3580,乐山市妇幼保健院
3581,乐山市市中区安谷镇车子卫生院
3582,乐山市市中区牟子镇卫生院
3583,乐山市市中区肿瘤医院（乐山市市中区第二人民医院）
3584,乐山市市中区通江街道社区卫生服务中心
3585,乐山市沙湾区妇幼保健院
3586,乐山沙湾仁人医院
3587,乐山瑞和医院（肖坝病区）
3588,九寨沟县第二人民医院（九寨沟县漳扎镇卫生院））
3589,井研县马踏镇中心卫生院
3590,仁和区仁和社区卫生服务中心
3591,仁寿县人民医院
3592,仁寿县城东社区卫生服务中心
3593,仁寿县城西社区卫生服务中心
3594,仁寿县新店镇卫生院
3595,仁寿县青岗乡卫生院
3596,仁寿县龙正中心卫生院
3597,仁寿县龙马镇卫生院
3598,仁寿广济医院
3599,仁寿怡心脑康医院
3600,仁寿立康创伤医院
3601,仪陇仁惠胃肠医院
3602,仪陇县三河镇卫生院
3603,仪陇县人民医院
3604,仪陇县文星镇卫生院
3605,仪陇县杨桥镇卫生院
3606,仪陇县马鞍中心卫生院
3607,会东县野租乡中心卫生院
3608,会东县铁柳镇中心卫生院
3609,会理市第二人民医院
3610,会理市黎溪镇卫生院
3611,内江东兴甜都医院
3612,内江仁康精神病医院
3613,内江健心医院
3614,内江天慈怡养医院
3615,内江市东兴区东兴社区卫生服务中心
3616,内江市中医医院
3617,内江市市中区乐贤街道社区卫生服务中心
3618,内江市市中区城东街道城南社区卫生服务中心(挂靠)（眼科医院）
3619,内江市市中区朝阳镇卫生院
3620,内江市市中区眼科医院
3621,冕宁县健美乡卫生院
3622,冕宁县惠安镇卫生院
3623,冕宁县棉沙镇卫生院
3624,冕宁县泸宁中心卫生院
3625,冕宁县锦成医院
3626,凉山州喜德县沙马拉达乡卫生院
3627,凉山州妇幼保健计划生育服务中心（凉山州妇幼保健院、凉山州妇女儿童医院）
3628,凉山彝族自治州中西医结合医院
3629,凉山爱尔眼科医院
3630,前锋世纪医院
3631,剑阁县妇幼保健院
3632,剑阁县普安镇中心卫生院
3633,剑阁县武连镇中心卫生院
3634,剑阁县盐店镇卫生院
3635,剑阁县秀钟乡卫生院
3636,剑阁县香沉镇卫生院
3637,剑阁友好医院
3638,北川羌族自治县中羌医医院
3639,北川羌族自治县擂鼓镇中心卫生院
3640,北川羌族自治县片口乡卫生院
3641,华蓥山广能（集团）有限公司总医院绿水洞医院
3642,华蓥市人民医院
3643,华蓥市禄市镇卫生院
3644,南充东江医院
3645,南充博视眼耳鼻喉专科医院
3646,南充同星医院
3647,南充安德实业有限公司职工医院
3648,南充市嘉陵区双桂镇卫生院
3649,南充市嘉陵区吉安镇卫生院
3650,南充市嘉陵区文峰社区卫生服务中心
3651,南充市嘉陵区金凤镇中心卫生院
3652,南充市妇幼保健计划生育服务中心（南充市妇幼保健院）
3653,南充市顺庆区新复乡卫生院
3654,南充怀康精神病专科医院
3655,南充明镜新视眼科医院
3656,南充润和皮肤病专科医院
3657,南充爱尔麦格眼科医院
3658,南充龙门中医院
3659,南江县公山镇中心卫生院
3660,南江广慈精神病医院
3661,南江长赤平安医院
3662,南溪协华医院
3663,南部县万年镇卫生院
3664,南部县升水镇卫生院
3665,南部县升钟中心卫生院
3666,南部县双佛镇卫生院
3667,南部县富利镇卫生院
3668,南部县桐坪镇卫生院
3669,南部县铁佛塘镇卫生院
3670,双沙康博医院
3671,双流普仁医院
3672,双流润泽医院
3673,叙永县合乐苗族乡卫生院
3674,叙永县马岭中心卫生院
3675,古蔺世平医院
3676,古蔺县中医医院
3677,古蔺县双沙中心卫生院
3678,古蔺县大寨苗族乡卫生院
3679,古蔺县箭竹苗族乡卫生院
3680,古蔺县黄荆中心卫生院
3681,合江健安医院
3682,合江县九支中心卫生院(合江县第二人民医院)
3683,合江县凤鸣中心卫生院
3684,合江县真龙镇卫生院
3685,合江县神臂城镇卫生院
3686,合江福宝古镇医院
3687,四川大学望江医院
3688,四川大学江安医院
3689,四川天府新区华阳社区卫生服务中心（四川天府新区华阳社区医院）
3690,四川天府新区太平中心卫生院
3691,四川省武胜县中医医院
3692,四川省骨科医院
3693,壤塘县藏医院
3694,大安区大山铺中心卫生院
3695,大安区新民镇卫生院
3696,大竹县佰钏医院
3697,大竹县柏林镇卫生院
3698,大竹县第二人民医院
3699,大竹县观音中心卫生院
3700,大竹康仁医院
3701,大竹慈卫医院
3702,大竹桃花源医院
3703,大英仁爱医院
3704,大英县蓬莱镇通仙卫生院
3705,大英县象山镇卫生院
3706,大邑县妇幼保健计划生育服务中心
3707,大邑县新场镇公立卫生院
3708,大邑县沙渠街道社区卫生服务中心(大邑县第三人民医院）
3709,天全县新场镇中心卫生院
3710,天全天愿医院
3711,夹江众信医院
3712,威远县东联镇卫生院
3713,威远和僖医院
3714,宁南县宁远镇卫生院
3715,安岳县中医医院
3716,安岳县云峰乡卫生院
3717,安岳县人民医院
3718,安岳县千佛乡卫生院
3719,安岳县岳阳镇中心卫生院（安岳县第五人民医院）
3720,安岳县护建镇卫生院
3721,安岳县清流镇卫生院
3722,安岳县石羊镇中心卫生院
3723,安岳县第三人民医院
3724,安岳川中医院
3725,安岳鑫和医院
3726,安州鸣兴精神病医院
3727,宜宾利民医院
3728,宜宾南山医院
3729,宜宾博爱医院
3730,宜宾大欣妇产医院
3731,宜宾市第三人民医院
3732,宜宾市第六人民医院
3733,宜宾市翠屏区合江门社区卫生服务中心
3734,宜宾市翠屏区思坡镇卫生院
3735,宜宾市翠屏区象鼻社区卫生服务中心
3736,宜宾市翠屏区金秋湖镇中心卫生院
3737,宜宾益馨精神病医院
3738,宜宾钊阳骨科医院
3739,宝兴县人民医院
3740,宝兴县硗碛藏族乡中心卫生院
3741,宣汉县上峡镇卫生院
3742,宣汉县东乡街道社区卫生服务中心
3743,宣汉县华景镇卫生院
3744,宣汉县南坪镇卫生院
3745,宣汉县土黄镇中心卫生院
3746,宣汉县新华镇中心卫生院
3747,宣汉县白马镇卫生院
3748,宣汉双河南桥医院
3749,宣汉康心中医医院
3750,富顺博爱医院
3751,富顺县琵琶镇卫生院
3752,富顺大生堂医院
3753,射洪市仁和中心卫生院
3754,射洪市复兴中心卫生院
3755,射洪市明星镇卫生院
3756,射洪建华肛泰医院
3757,射洪汇格九安精神病医院
3758,屏山县人民医院
3759,屏山县夏溪乡卫生院
3760,屏山县新安镇卫生院
3761,屏山县锦屏镇中心卫生院
3762,岳池东方医院
3763,岳池县乔家镇卫生院
3764,岳池县九龙街道社区卫生服务中心
3765,岳池县伏龙镇卫生院
3766,岳池县秦溪镇卫生院
3767,岳池县西板镇卫生院
3768,岳池县镇裕镇卫生院
3769,岳池县鱼峰乡卫生院
3770,岳池县黄龙乡卫生院
3771,岳池康宇医院
3772,岳池现代宏扬医院
3773,峨眉山市大为镇卫生院
3774,峨眉山德康医院
3775,峨边东诚医院
3776,峨边彝族自治县宜坪乡卫生院
3777,崇州市三江街道社区卫生服务中心
3778,崇州市大划街道社区卫生服务中心
3779,崇州市江源街道社区卫生服务中心
3780,崇州恒德医院
3781,川北医学院附属医院
3782,巴中儿童专科医院
3783,巴中博雅眼科医院
3784,巴中市中心医院(巴中市人民医院)
3785,巴中市恩阳区关公镇卫生院
3786,巴中市恩阳区明阳镇卫生院
3787,巴中市恩阳区渔溪中心卫生院
3788,巴中康达医院
3789,巴中纯明五官专科医院
3790,巴州区大罗镇卫生院
3791,巴州区梁永镇卫生院
3792,巴州区玉堂街道凌云社区卫生服务中心石门诊部
3793,巴州城西医院
3794,布拖县乐安镇中心卫生院
3795,布拖县九都镇卫生院
3796,布拖县地洛镇卫生院
3797,平昌县佛楼镇卫生院
3798,平昌县兰草镇中心卫生院
3799,平昌县土垭镇卫生院
3800,平昌县妇幼保健计划生育服务中心（平昌县妇幼保健院）
3801,平昌县汉王庙社区卫生服务中心
3802,平昌县灵山镇卫生院
3803,平昌县粉壁镇卫生院
3804,平昌县西兴镇高峰卫生院
3805,平昌县金宝社区卫生服务中心
3806,平昌县金宝街道六门卫生院
3807,平昌县青云镇卫生院
3808,平昌宝鑫医院
3809,平昌忠德医院
3810,平武县妇幼保健计划生育服务中心
3811,平武县旧堡羌族乡卫生院
3812,平武县水晶镇中心卫生院
3813,广元市利州区宝轮镇赤化卫生院
3814,广元市昭化区柏林沟镇卫生院
3815,广元市昭化区虎跳镇中心卫生院
3816,广元市朝天区大滩镇中心卫生院
3817,广元市精神卫生中心
3818,广元昭化仁心医院
3819,广元民政康养医院
3820,广元泰华医院
3821,广元青林医院
3822,广安国丹皮肤病医院
3823,广安市前锋区奎阁社区卫生服务中心（经开区）
3824,广安市前锋区桂兴中心卫生院
3825,广安市前锋区虎城镇卫生院
3826,广安市广安区恒升中心卫生院
3827,广安正康医院
3828,广安致和康复医院
3829,广安蘇福康护理院
3830,广汉中山医院
3831,广汉崇德医院
3832,广汉市三星堆镇中心卫生院
3833,广汉市中医医院
3834,广汉市妇幼保健院
3835,广汉市连山镇中心卫生院
3836,广汉市金鱼镇卫生院
3837,康定罗义堂中藏医院有限责任公司木雅路中藏医院
3838,开江佰兴医院
3839,开江县中医院
3840,开江县广福镇卫生院
3841,开江县普安镇卫生院
3842,开江县甘棠镇卫生院
3843,开江县长岭中心卫生院
3844,彭州威立康中医医院
3845,彭州市人民医院
3846,彭州市致和街道社区卫生服务中心
3847,德昌县妇幼保健计划生育服务中心
3848,德格县人民医院
3849,德阳市人民医院
3850,德阳市旌阳区东南社区卫生服务中心
3851,德阳市旌阳区孝感社区卫生服务中心
3852,德阳市罗江区白马关镇卫生院
3853,悦好医学美容医院
3854,成都东部新区丹景社区卫生服务中心
3855,成都东部新区福田社区卫生服务中心
3856,成都儿童专科医院
3857,成都军建医院
3858,成都军研糖尿病医院
3859,成都北新医院
3860,成都天府新区顾连禾泰康复医院
3861,成都小青草眼科医院
3862,成都市双流区永安中心卫生院
3863,成都市双流区第一人民医院
3864,成都市德康医院
3865,成都市新都区新都街道龙虎社区卫生服务中心
3866,成都市新都区清流镇卫生院
3867,成都市新都区石板滩街道木兰社区卫生服务中心
3868,成都市第三人民医院
3869,成都市郫都区中医医院
3870,成都市郫都区团结街道社区卫生服务中心
3871,成都市郫都区红光街道社区卫生服务中心
3872,成都市金牛区驷马桥曹家巷社区卫生服务中心（成都市金牛区第四人民医院）
3873,成都市青白江区人民医院
3874,成都市青羊区苏坡社区卫生服务中心（成都市青羊区苏坡社区医院）
3875,成都市龙泉驿区仁爱社区卫生服务中心
3876,成都平安医院
3877,成都成华三松肾病医院
3878,成都新华医院
3879,成都新都东立中医医院
3880,成都新都西桥医院
3881,成都武侯乐颐乐康复医疗中心
3882,成都汉和中医治未病医院
3883,成都温江天乡济民医院
3884,成都西区安琪儿妇产医院（成都西区安琪儿妇产医院互联网医院）
3885,成都西南儿童医院
3886,成都郫都东区医院
3887,成都郫都太康综合医院
3888,成都阴氏骨科医院
3889,成都高新区桂溪社区卫生服务中心
3890,成都高新同爱医院
3891,成都高新锦欣老年病医院
3892,攀枝花市仁和区大龙潭彝族乡卫生院（攀枝花市仁和区大龙潭彝族乡妇幼保健站）
3893,万源博爱医院有限公司
3894,万源市井溪镇卫生院
3895,万源市八台镇卫生院
3896,万源市沙滩镇卫生院
3897,万源市铁矿镇卫生院
3898,万源市长坝镇卫生院
3899,万源市鹰背镇卫生院
3900,万源忠栋医院
3901,三台县北坝镇中心卫生院
3902,三台县新生镇中心卫生院
3903,三台县景福镇中心卫生院
3904,三台县潼川社区卫生服务中心
3905,三台县石安镇中心卫生院
3906,三台县紫河镇中心卫生院
3907,三台达康医院
3908,东坝利民医院
3909,中江县悦来镇卫生院
3910,中江县永安中心卫生院
3911,中江县继光镇卫生院
3912,中江县辑庆中心卫生院
3913,中江安兴医院
3914,中江惠民中西医结合医院
3915,丹巴县人民医院
3916,丹棱县齐乐镇卫生院
3917,丹棱松青骨伤医院
3918,乐山巴川精神病专科医院
3919,乐山市五通桥区金山镇中心卫生院
3920,乐山市市中区中医医院
3921,乐山市市中区土主镇中心卫生院
3922,乐山市市中区安谷镇中心卫生院
3923,乐山市沙湾区沙湾镇中心卫生院
3924,乐山市精神卫生中心
3925,乐至县回澜镇中心卫生院
3926,乐至县妇幼保健计划生育服务中心
3927,乐至县蟠龙镇卫生院
3928,九寨沟县人民医院
3929,井研县三江镇卫生院
3930,井研县王村镇卫生院
3931,井研结实医院
3932,京州康医院
3933,什邡国仁医院
3934,什邡岷德烧伤医院
3935,什邡市湔氐镇卫生院
3936,仁寿县宝飞镇卫生院
3937,仁寿县汪洋镇松峰卫生院
3938,仁寿县贵平镇卫生院
3939,仁真医院
3940,仪陇冠宇医院
3941,仪陇县中医医院
3942,仪陇县来仪乡卫生院
3943,会东县乌东德镇中心卫生院
3944,会东县大崇镇中心卫生院
3945,会东县铅锌镇中心卫生院
3946,会理市城北街道外北卫生院
3947,会理市太平镇中心卫生院
3948,会理市小黑箐镇中心卫生院
3949,会理市彰冠镇富乐卫生院
3950,会理市新发镇卫生院
3951,会理市绿水镇中心卫生院
3952,会理紫荆医院
3953,兴文县大河苗族乡卫生院
3954,兴文雄品中医医院
3955,内江市东兴区人民医院
3956,内江市东兴区高桥街道卫生院
3957,内江市妇幼保健院
3958,内江市市中区全安镇卫生院
3959,内江市市中区永安镇卫生院
3960,内江泽惠医院
3961,冕宁县新兴乡卫生院
3962,冕宁县泸沽仁爱医院
3963,冕宁县泸沽铁矿职工医院
3964,冕宁县漫水湾镇松林卫生院
3965,冕宁县益民医院
3966,凉山州喜德县且托乡卫生院
3967,凉山彝族自治州第一人民医院（凉山州传染病医院）
3968,剑阁万隆精神病医院
3969,剑阁县张王镇卫生院
3970,剑阁县涂山镇卫生院
3971,剑阁县演圣镇卫生院
3972,剑阁县金仙镇卫生院
3973,北川羌族自治县工业园区社区卫生服务中心
3974,北川羌族自治县通泉镇中心卫生院
3975,华康肾病医院
3976,华瑞医院
3977,华蓥济康精神病医院
3978,南充嘉陵国济医院
3979,南充嘉陵安康医院
3980,南充国慈医院
3981,南充复康老年病医院
3982,南充姜氏医院
3983,南充市嘉陵区河西镇卫生院
3984,南充市嘉陵区金宝镇卫生院
3985,南充市顺庆区荆溪街道社区卫生服务中心
3986,南充市高坪区中医医院
3987,南充市高坪区妇幼保健计划生育服务中心（南充市高坪区妇幼保健院）
3988,南充康健医院
3989,南充民心医院
3990,南充海圣堂医院
3991,南充胃肠专科医院
3992,南江县正直镇中心卫生院
3993,南江县高桥镇卫生院
3994,南部县人民医院
3995,南部县楠木中心卫生院
3996,南部县碑院镇卫生院
3997,南部县长坪镇卫生院
3998,叙永县叙永镇中心卫生院
3999,叙永县摩尼镇营山卫生院
4000,叙永县石厢子彝族乡卫生院
4001,古蔺县茅溪中心卫生院
4002,古蔺县马嘶苗族乡卫生院
4003,合江仁健医院
4004,合江县甘雨镇卫生院
4005,合江县荔江镇卫生院
4006,合江复兴医院
4007,喜德县中彝医院
4008,喜德县人民医院
4009,四川何氏骨科医院
4010,四川天祥骨科医院
4011,四川巴中经济开发区奇章卫生院
4012,四川李氏钩针中医医院有限公司
4013,四川省民政康复医院
4014,四川省监狱管理局中心医院
4015,四川省科学城医院
4016,四川省第四人民医院
4017,四川锦欣西囡妇女儿童医院
4018,大安区老年病医院
4019,大竹县中华镇卫生院
4020,大竹县安吉乡卫生院
4021,大竹县杨家中心卫生院
4022,大竹县竹阳街道社区卫生服务中心
4023,大竹县第四人民医院
4024,大竹福康医院
4025,大竹维尔康医院（普通合伙）
4026,大邑中康医院
4027,大邑县人民医院
4028,大邑宁康医院
4029,天全县中医医院
