,basy_zyzd_jbbm_for_str_6,basy_yydj,basy_ssjczbm1_for_str_6,age_group,AGE-HAOCAI-6-6-E,AGE-JCJY-6-6-E,AGE-YP-6-6-E,AGE-ZFY-6-6-E,记录条数-6-6
12402,C54.10,6,68.410,5,4707.250973451327,8089.538407079645,2413.505575221239,30240.885840707964,113
12403,C54.10,6,68.410,6,4441.611538461539,8818.10423076923,2152.6584615384613,33100.446153846155,26
12408,C54.10,6,68.490,5,7778.609565217391,9198.684782608696,5014.883478260869,34800.99130434783,23
12416,C54.10,6,68.610,5,6140.099444444444,7859.609444444444,2773.775277777778,29096.70722222222,36
12640,C56.x0,6,68.490,5,8496.082,10863.49825,5786.84425,43286.545750000005,40
12641,C56.x0,6,68.490,6,6975.501851851852,11855.656296296294,6939.985925925926,42613.357037037036,27
12814,C61.x0,5,60.110,8,787.2692857142856,4657.990952380952,1653.1269047619048,9209.837857142857,42
12865,C61.x0,6,60.110,5,675.5738095238095,6099.483333333333,1607.2509523809522,9661.125714285716,21
12866,C61.x0,6,60.110,6,778.7877647058824,5297.332588235295,1205.888,9035.236235294116,85
12867,C61.x0,6,60.110,8,837.5197115384616,5430.222548076923,1772.9090865384617,10052.573365384615,208
12868,C61.x0,6,60.110,9,788.7124,5377.4036,2320.1963,10662.3078,100
12875,C61.x0,6,60.290,8,2551.7923076923075,4509.364358974359,3729.8148717948716,17798.514102564102,39
12877,C61.x0,6,60.5x0,5,5717.097142857143,6149.681190476191,3092.2880952380956,45639.550476190474,42
12878,C61.x0,6,60.5x0,6,6661.118785046729,6643.799252336449,3251.354205607477,44625.581962616816,107
12879,C61.x0,6,60.5x0,8,6985.624104477612,7445.885671641791,3815.2220895522387,43760.70813432836,134
12998,C64.x0,6,55.4x0,3,6215.683636363637,5192.9345454545455,2851.1613636363636,37048.946363636365,22
12999,C64.x0,6,55.4x0,4,7031.760434782608,5744.572173913044,3016.4321739130437,36385.71695652174,23
13000,C64.x0,6,55.4x0,5,6495.500714285714,5862.146071428571,3331.9123214285714,40214.232678571425,56
13001,C64.x0,6,55.4x0,6,6014.18,5985.536666666667,3175.021666666667,34679.87375,24
13008,C64.x0,6,55.510,5,6169.958571428572,6333.477755102042,3699.2848979591836,31919.221632653058,49
13009,C64.x0,6,55.510,6,6267.5710714285715,7544.773214285714,3573.460357142857,33565.76107142857,28
13010,C64.x0,6,55.510,8,6541.01,6787.75,2810.5268,27112.391200000002,25
13124,C67.20,6,57.490,6,1724.928125,3941.5203125,2224.391875,13827.9584375,32
13125,C67.20,6,57.490,8,2088.425142857143,4197.320000000001,2044.8100000000002,13635.703142857143,35
13257,C67.90,5,57.490,6,2167.5690476190475,3406.951904761905,2137.789047619048,12862.713333333333,21
13258,C67.90,5,57.490,8,2214.91375,3824.9625,2459.255833333333,13814.50875,24
13301,C67.90,6,57.490,5,2332.2116363636364,4074.251818181818,2444.944727272727,15288.83490909091,55
13302,C67.90,6,57.490,6,2826.37,4432.196533333333,3236.7977333333333,17291.249866666665,75
13303,C67.90,6,57.490,8,2339.237894736842,4196.690210526316,2555.1803157894738,14945.937368421053,95
13304,C67.90,6,57.490,9,2488.61,4654.263181818183,2898.7429545454547,16506.087045454544,44
13613,C73.x0,4,06.2x0,3,1424.9506666666666,3487.9416666666666,3655.1953333333336,26164.761,30
13614,C73.x0,4,06.2x0,4,1121.037619047619,3590.7,3426.096666666667,24474.656666666666,21
13661,C73.x0,6,06.2x0,2,4196.719223744292,3885.4883561643833,1763.4090410958904,19486.553424657533,219
13662,C73.x0,6,06.2x0,3,4059.7683684210524,3948.9018684210523,1675.470289473684,19282.169368421055,380
13663,C73.x0,6,06.2x0,4,3956.344507462686,4020.9041791044774,1690.1178208955223,19364.19250746269,335
13664,C73.x0,6,06.2x0,5,3884.031097178683,4309.5356739811905,1716.0845454545454,19010.846896551724,319
13665,C73.x0,6,06.2x0,6,4314.676233766234,5096.478181818182,2018.3203896103898,20709.40298701299,77
13680,C73.x0,6,06.4x0,2,5631.820103092784,5184.263092783505,2694.717010309278,25353.728659793815,97
13681,C73.x0,6,06.4x0,3,5279.793039215687,5114.193676470588,2520.0149019607843,24318.24426470588,204
13682,C73.x0,6,06.4x0,4,4359.307488372093,5008.9335813953485,2267.392418604651,22357.701069767445,215
13683,C73.x0,6,06.4x0,5,4658.5975,5145.26925,2185.0297,22757.1396,200
13684,C73.x0,6,06.4x0,6,4395.14895522388,5446.762388059702,2308.2988059701493,22037.086119402986,67
13685,C73.x0,6,06.4x0,8,5508.842857142857,7184.277142857143,2862.6071428571427,29692.99380952381,21
14101,C78.00,6,33.260,5,1430.7377272727272,5307.574545454546,1487.105909090909,10418.960909090909,22
14188,C78.20,6,34.040,5,860.336875,4360.89125,2582.5503125,10601.7125,32
14189,C78.20,6,34.040,6,957.5414285714285,5041.134761904762,2978.464285714286,12918.22,21
