,医院名称,平均OE值
3978,青神县西龙镇中心卫生院,0.180870879
336,仁寿县龙正中心卫生院,0.18070574
443,会理市通安镇中心卫生院,0.180681902
1931,成都东部新区清风卫生院,0.180477409
1001,大竹县中华镇卫生院,0.180361368
2428,江安县大井镇卫生院,0.179723265
3282,蓬安县杨家镇卫生院,0.179642853
2360,梓潼县石牛镇卫生院,0.179572869
1445,岳池县秦溪镇卫生院,0.179509019
107,中江县永丰乡卫生院,0.179463354
3096,自贡市贡井区艾叶镇卫生院,0.179250905
3975,青神县瑞峰镇中心卫生院,0.179169957
451,兴文县五星镇卫生院,0.179164784
66,三台县潼川社区卫生服务中心,0.178942399
2684,珙县罗渡苗族乡卫生院,0.17875365
105,中江县普兴镇卫生院,0.178705726
2914,米易县新山傈僳族乡卫生院,0.178469017
934,四川天府新区华阳社区卫生服务中心（四川天府新区华阳社区医院）,0.178082851
353,仪陇县义路镇卫生院,0.178030117
2903,简阳施家金玉医院,0.177923161
885,古蔺永乐永诚中医康复医院,0.177807288
176,乐山市市中区安谷镇车子卫生院,0.177803301
2429,江安县大妙镇卫生院,0.177447554
3532,达州市达川区金垭镇卫生院,0.177341383
92,中江县会龙镇卫生院,0.177337206
260,井研县周坡镇中心卫生院,0.177150323
1369,富顺和健肾病医院,0.177127358
88,中江县东北镇卫生院,0.177098
610,北川羌族自治县都贯乡卫生院,0.176834492
2784,盐边县红格中心卫生院,0.176725933
2122,成都市龙泉驿区大面公立卫生院,0.17610906
269,井研县镇阳镇卫生院,0.176043186
401,会东县妇幼保健计划生育服务中心会东县妇幼保健院,0.175975111
2455,江油市彰明镇卫生院,0.175877773
455,兴文县共乐镇中心卫生院,0.175607239
453,兴文县仙峰苗族乡中心卫生院,0.175573264
93,中江县兴隆中心卫生院,0.175239041
1675,广元圣仁康医院,0.174931022
1566,巴塘县中藏医院,0.174290417
3892,雅安市名山区永兴街道卫生院,0.174242267
756,南江县集州中心卫生院,0.173243281
1886,德阳市旌阳区德新镇卫生院,0.173167326
3763,金川县安宁乡中心卫生院,0.172822036
3234,营山县消水中心卫生院,0.172505971
492,内江市市中区凌家镇中心卫生院,0.171887406
2757,盐源县平川镇卫生院,0.171872653
2868,筠连县筠连镇中心卫生院（筠连镇社区卫生服务中心）,0.171577284
2758,盐源县树河镇卫生院,0.170852862
3942,雷波心诚医院,0.170777057
3092,自贡市贡井区建设镇卫生院,0.170479736
3941,雷波平安医院,0.1704348
2973,绵阳市安州区塔水镇中心卫生院,0.170151712
456,兴文县古宋镇卫生院,0.16979846
3574,通江县杨柏镇卫生院,0.169797367
2272,旺苍县九龙镇卫生院,0.169718124
810,南部县西水镇卫生院,0.169694203
262,井研县宝五镇卫生院,0.169640915
3250,营山民生医院,0.169430304
2768,盐源县白乌镇卫生院,0.169040195
427,会理市城北街道外北卫生院,0.168892824
2126,成都市龙泉驿区柏合镇公立卫生院,0.168858458
2351,梓潼县卧龙镇卫生院,0.168728952
736,南江县关门镇卫生院,0.168431801
3692,邻水县王家镇卫生院,0.168272636
381,仪陇县永光镇卫生院,0.168242025
1910,德阳锦欣护理中心,0.167927678
142,丹棱县妇幼保健服务中心,0.16771907
3952,青川县乔庄镇中心卫生院,0.167646506
1533,巴中市巴州区东城街道大东社区卫生服务中心,0.167559846
10,万源市大沙镇卫生院,0.16699134
1800,康定罗义堂中藏医院有限责任公司木雅路中藏医院,0.16679938
1194,安岳康肤皮肤病医院,0.166648898
2825,眉山帅氏医院有限公司,0.166081418
1824,彭州宗德医院,0.165885448
3365,西昌市安哈镇中心卫生院,0.165877938
3898,雅安市名山区马岭镇卫生院,0.165861374
3841,阆中市金垭镇卫生院,0.165784779
1091,夹江县马村镇中心卫生院,0.165734967
1229,宜宾市南溪区长兴镇中心卫生院,0.165452758
147,丹棱县齐乐镇社区卫生服务中心,0.165424175
3378,西昌市黄联关镇中心卫生院,0.165283928
3468,越西县贡莫镇中心卫生院,0.165192804
3700,邻水县鼎屏社区卫生服务中心,0.165113698
2980,绵阳市安州区花荄镇卫生院,0.165100961
3605,遂宁妇产医院,0.165047533
1397,射洪市精神卫生中心（射洪市大榆中心卫生院）,0.164763628
2887,简阳市施家中心卫生院,0.164759624
2324,普格县螺髻山镇卫生院,0.164545336
1051,大邑县出江镇公立卫生院,0.164491901
3156,苍溪县陵江镇回水社区卫生服务中心,0.164272084
3958,青川县姚渡镇卫生院,0.164085702
3903,雅安市雨城区八步镇中心卫生院,0.164028094
728,南江县仁和镇卫生院,0.164008131
2485,江阳区茜草街道社区卫生服务中心,0.163899503
937,四川天府新区正兴社区卫生服务中心,0.163773569
3786,金阳对坪永康医院有限公司,0.163659965
2394,武胜县龙女镇卫生院,0.163335622
784,南部县大河镇卫生院,0.163238241
3019,绵阳经济技术开发区塘汛街道城南社区卫生服务中心,0.162900352
2040,成都市新都区新繁街道社区卫生服务中心,0.162850932
318,仁寿县满井镇卫生院,0.162833354
3090,自贡市自流井区高峰乡卫生院（高新区）,0.162710674
1019,大竹县欧家镇卫生院,0.162426403
2783,盐边县第二人民医院,0.162267963
360,仪陇县双胜镇卫生院,0.162238234
2685,珙县观斗苗族乡卫生院,0.162178348
3457,越西县妇幼保健计划生育服务中心（越西县妇幼保健院）,0.162018622
2819,眉山市彭山区观音街道社区卫生服务中心,0.161789159
1877,德阳市旌阳区东山社区卫生服务中心,0.161350077
3946,雷波荣兴医院,0.160839061
465,内江市东兴区东兴社区卫生服务中心,0.160469282
256,井研县东林镇卫生院,0.160412757
2822,眉山市彭山区青龙街道社区卫生服务中心,0.1601793
3842,阆中市飞凤镇卫生院,0.160102687
179,乐山市市中区棉竹镇卫生院,0.16008588
2724,盐亭仁康医院,0.159255892
1793,广汉瑞视眼科医院,0.159128294
1715,广元市朝天区临溪乡卫生院,0.15905334
3318,蓬溪县金桥镇卫生院,0.15893704
743,南江县天池镇卫生院,0.158686117
1382,射洪市太和街道城东社区卫生服务中心,0.158600797
3985,马边创骨医院,0.158581356
3191,荣县观山镇卫生院,0.158475407
2389,武胜县赛马镇卫生院,0.157608198
3969,青川县青溪镇中心卫生院,0.157316429
597,北川羌族自治县小坝镇中心卫生院,0.157146761
1993,成都小青草眼科医院,0.156877921
1277,宜宾市翠屏区金坪镇中心卫生院,0.156662929
3694,邻水县石滓镇卫生院,0.156640903
939,四川天府新区煎茶卫生院,0.156570485
3992,马边彝族自治县建设镇卫生院,0.156544169
1936,成都东部新区福田社区卫生服务中心,0.156535849
2785,眉山东坡博康医院,0.156494885
1476,峨眉山市高桥镇中心卫生院,0.156417747
3832,阆中市沙溪社区卫生服务中心,0.156374371
4030,高坪区走马镇卫生院,0.156289595
408,会东县满银沟镇中心卫生院,0.156162509
3899,雅安市名山区黑竹镇卫生院,0.156124766
3908,雅安市雨城区望鱼镇中心卫生院,0.156005124
3691,邻水县牟家镇卫生院,0.155782818
2037,成都市新都区大丰街道太平社区卫生服务中心,0.155583605
359,仪陇县凤仪乡卫生院,0.15524081
3303,蓬溪县吉祥镇卫生院,0.155057847
1561,巴中市蓉蓉眼科医院,0.154512028
402,会东县姜州镇中心卫生院,0.154474452
189,乐山市市中区通江街道社区卫生服务中心,0.153959816
1577,巴州区江北社区卫生服务中心,0.153798127
3949,青川县三锅镇卫生院,0.153670177
2986,绵阳市涪城区城厢社区卫生服务中心,0.153431458
2244,攀枝花市仁和区啊喇彝族乡中心卫生院（攀枝花市仁和区啊喇彝族乡妇幼保健站）,0.153331386
326,仁寿县第四人民医院（仁寿县文宫镇卫生院）,0.153241462
1139,安岳县九龙乡卫生院,0.153155296
1536,巴中市巴州区化成中心卫生院,0.15311763
2946,绵竹市剑南街道社区卫生服务中心,0.153002162
788,南部县宏观乡卫生院,0.152597482
1887,德阳市旌阳区新中镇卫生院,0.152536932
749,南江县石滩镇卫生院,0.152273004
3237,营山县灵鹫镇卫生院,0.151708777
3809,阆中市七里社区卫生服务中心,0.151339
628,南充东大肛肠医院,0.150352289
1666,平武县高村乡卫生院,0.15023187
627,华蓥市高兴镇中心卫生院,0.150164721
3109,色达县泥朵镇卫生院,0.149959938
162,乐山市五通桥区西坝镇中心卫生院,0.149955126
1285,宝兴县中医医院,0.149718114
3634,遂宁市船山区保升中心卫生院,0.149659275
1462,岳池诚鑫医院有限公司,0.149448245
313,仁寿县新店镇卫生院,0.149299162
3147,苍溪县白驿镇卫生院,0.149212783
3702,邻水安康医院,0.149122106
2863,筠连县团林苗族乡卫生院,0.149093515
2449,江油市含增镇卫生院,0.148973603
662,南充市嘉陵区曲水镇卫生院,0.148862184
270,井研县门坎镇卫生院,0.148614661
1709,广元市昭化区红岩镇卫生院,0.14841832
772,南部县五灵乡卫生院,0.148341604
796,南部县永定镇卫生院,0.148128799
1479,峨眉山市龙门乡卫生院,0.147945014
462,兴文县莲花镇卫生院,0.147938942
3210,营山县东升镇卫生院,0.14774436
3909,雅安市雨城区碧峰峡镇中心卫生院,0.147634309
3819,阆中市天宫镇卫生院,0.147257705
1145,安岳县千佛乡卫生院,0.147102712
3980,青神县高台镇卫生院,0.146134301
196,乐山市沙湾区沙湾镇中心卫生院,0.145905822
2381,武胜县清平镇卫生院,0.145769834
3446,资阳雁江黄添医院,0.145452569
1890,德阳市旌阳区泰山社区卫生服务中心,0.145340525
1784,广汉市妇幼保健院,0.145142074
946,四川巴中经济开发区奇章卫生院,0.14491029
138,丹巴长征骨科医院,0.144811412
3200,荥经县新添镇中心卫生院,0.144791064
659,南充市嘉陵区安平镇中心卫生院,0.14477318
2803,眉山市东坡区松江镇卫生院,0.144367627
2408,汉源县安乐镇卫生院,0.143968218
3088,自贡市自流井区荣边镇卫生院,0.143960857
2543,泸州东大肛肠医院,0.143931084
3905,雅安市雨城区多营镇中心卫生院,0.143928963
375,仪陇县来仪乡卫生院,0.143649285
936,四川天府新区新兴卫生院,0.143373776
3362,西昌市佑君镇中心卫生院,0.142766373
3480,达川区麻柳镇东兴卫生院,0.141656078
2780,盐边县新九镇卫生院,0.141626102
3551,通川区凤北社区卫生服务中心,0.141538462
3596,通江县青峪镇卫生院,0.141056813
3552,通川区北山镇卫生院,0.141028093
339,仁寿帝尔医院,0.140909722
415,会东县鲹鱼河镇中心卫生院,0.140676587
776,南部县升水镇卫生院,0.140307771
2370,武胜县万隆镇中心卫生院,0.140101873
3336,西充县占山乡卫生院,0.140031633
3825,阆中市文成镇中心卫生院,0.140016369
2042,成都市新都区新都街道龙虎社区卫生服务中心,0.139741699
2003,成都市双流区怡心街道社区卫生服务中心,0.139669151
389,仪陇县金城镇社区卫生服务中心,0.139490435
2805,眉山市东坡区秦家镇卫生院,0.139241032
2888,简阳市杨家镇卫生院,0.138912123
1124,宁南县宁远镇卫生院,0.138775963
3124,苍溪县三川镇卫生院,0.138563045
376,仪陇县杨桥镇卫生院,0.138561298
664,南充市嘉陵区河西镇卫生院,0.138394384
639,南充同星医院,0.138234732
340,仁寿汪洋肛肠医院,0.137424308
2908,米易县丙谷镇中心卫生院,0.137282867
104,中江县悦来镇卫生院,0.137274648
1475,峨眉山市胜利街道社区卫生服务中心,0.137189634
2117,成都市龙泉驿区东安社区卫生服务中心,0.137080576
2680,珙县洛亥镇卫生院,0.13704685
2248,攀枝花市仁和区布德镇卫生院 （攀枝花市仁和区布德镇妇幼保健站、攀枝花市仁和区民政中医院）,0.136701466
2820,眉山市彭山区谢家街道社区卫生服务中心,0.136562834
3823,阆中市彭城镇卫生院,0.136409011
2437,江安县铁清镇卫生院,0.136255894
2801,眉山市东坡区崇礼镇卫生院,0.136213021
141,丹棱县仁美镇卫生院,0.135874787
3959,青川县建峰镇卫生院,0.135687469
3979,青神县青竹街道黑龙中心卫生院,0.135523035
383,仪陇县福临乡卫生院,0.135497114
4032,高坪区阙家镇卫生院,0.135391872
679,南充市顺庆区共兴镇卫生院,0.135389569
2972,绵阳市安州区千佛镇卫生院,0.135344896
3968,青川县蒿溪回族乡卫生院,0.135116554
201,乐山市沙湾区轸溪镇中心卫生院,0.135054929
361,仪陇县回春镇卫生院,0.13444139
259,井研县千佛镇卫生院,0.134410066
2816,眉山市彭山区凤鸣街道社区卫生服务中心,0.134391168
3810,阆中市七里街道双龙卫生院,0.134253624
3239,营山县绥安街道中城社区卫生服务中心,0.134238253
1708,广元市昭化区磨滩镇卫生院,0.133674314
3561,通川区青宁镇卫生院,0.133064269
3470,越西县越城镇社区卫生服务中心,0.133023008
514,冕宁县巨龙中心卫生院,0.132923711
1092,夹江县黄土镇卫生院,0.132744327
2983,绵阳市安州区黄土镇中心卫生院,0.132641979
1190,安岳县高屋乡卫生院,0.132617394
370,仪陇县思德镇卫生院,0.132527592
1125,宁南县宁远镇社区卫生服务中心（宁远镇妇幼保健计划生育服务站）,0.13226456
2423,江安县五矿镇卫生院,0.131896482
1687,广元市利州区宝轮镇卫生院,0.131284105
420,会理市云甸镇卫生院,0.130864352
3568,通江县周子坪社区卫生服务中心,0.130389015
2240,攀枝花市仁和区中坝乡卫生院（攀枝花市仁和区中坝乡妇幼保健站）,0.130138586
2495,汶川县映秀镇中心卫生院,0.129576782
2388,武胜县街子镇卫生院,0.129575915
625,华蓥市蓥城社区卫生服务中心,0.129553583
3818,阆中市博树回族乡卫生院,0.129522758
641,南充地调处医院,0.129389372
2791,眉山市东坡区三苏镇卫生院,0.129330808
536,凉山州喜德县李子乡卫生院,0.128608863
793,南部县杰龄门诊部,0.128436972
2895,简阳市简城街道滨江社区卫生服务中心,0.128282135
3456,越西县大花镇卫生院,0.127947011
3681,邻水县北城社区卫生服务中心,0.127706453
2407,汉源县大树中心卫生院,0.127649902
3976,青神县白果乡卫生院,0.127577449
3145,苍溪县白山乡卫生院,0.127545395
3317,蓬溪县荷叶乡卫生院,0.127271891
268,井研县纯复镇卫生院,0.126992412
798,南部县河坝镇卫生院,0.126865021
3183,荣县度佳镇卫生院,0.126857367
3688,邻水县御临镇卫生院,0.12650725
3901,雅安市雨城区上里镇中心卫生院,0.126206409
2710,甘洛县妇幼保健计划生育服务中心,0.12614055
3306,蓬溪县宝梵镇卫生院,0.125978546
38,万源市黑宝山镇卫生院,0.125846069
3895,雅安市名山区茅河镇卫生院,0.125703896
2790,眉山市东坡区万胜镇卫生院,0.125011008
3089,自贡市自流井区飞龙峡镇卫生院,0.124772202
314,仁寿县方家镇卫生院,0.124731221
1010,大竹县妈妈镇卫生院,0.124573575
1984,成都天使之翼整形美容医院,0.124524285
542,凉山州喜德县鲁基乡卫生院,0.124325035
2518,沙湾神安精神病医院,0.124088161
2195,成都银康银屑病医院（成都银康银屑病医院互联网医院）,0.124030845
1997,成都市双流区东升社区卫生服务中心,0.12318336
3139,苍溪县桥溪乡卫生院,0.123156553
2012,成都市德康医院,0.123058233
431,会理市小黑箐镇中心卫生院,0.12262775
303,仁寿县城中社区卫生服务中心,0.122614848
3153,苍溪县运山镇卫生院,0.1225366
1129,宁南县石梨镇卫生院（石梨镇妇幼保健计划生育服务站）,0.122479264
1691,广元市利州区白朝乡卫生院,0.122323367
3133,苍溪县唤马镇卫生院,0.121980175
494,内江市市中区城东街道城南社区卫生服务中心(挂靠)（眼科医院）,0.121744268
2916,米易县白坡彝族乡卫生院,0.121555792
425,会理市古城街道中心卫生院(会理市古城街道社区卫生服务中心),0.121482024
1928,成都东部新区新民卫生院,0.121480165
689,南充市顺庆区舞凤社区卫生服务中心,0.121401952
170,乐山市市中区全福街道社区卫生服务中心,0.121337469
118,中江县通山乡卫生院,0.12131842
2503,沐川县富新镇卫生院,0.121290091
3970,青川县骑马乡卫生院,0.121055889
2323,普格县荞窝镇卫生院,0.121022446
3449,越西县中所镇中心卫生院,0.120853759
264,井研县研城街道城南社区卫生服务中心,0.120845822
2800,眉山市东坡区尚义镇卫生院,0.120201516
146,丹棱县齐乐镇卫生院,0.120066628
2695,甘孜县妇幼保健计划生育服务中心,0.120053161
3882,雅安唐氏肛肠专科医院,0.119663818
808,南部县老鸦镇卫生院,0.119421843
3020,绵阳经济技术开发区塘汛街道社区卫生服务中心,0.119362883
807,南部县神坝镇卫生院,0.119359616
1087,夹江县新场镇中心卫生院,0.118490715
620,华蓥市庆华镇中心卫生院,0.118379999
1477,峨眉山市黄湾镇卫生院,0.118318977
2278,旺苍县大两镇卫生院,0.117509607
4006,高县嘉乐镇卫生院,0.117495287
3837,阆中市石滩镇卫生院,0.117409291
1088,夹江县木城镇中心卫生院,0.117330882
28,万源市紫溪乡卫生院,0.117231154
2814,眉山市彭山区公义镇卫生院,0.117021279
3232,营山县木顶乡卫生院,0.116968716
767,南部县万年镇卫生院,0.116802561
2350,梓潼县仁和镇中心卫生院,0.116208999
2505,沐川县杨村乡卫生院,0.115657433
1725,广元市朝天区麻柳乡卫生院,0.115529951
1121,宁南县华弹镇卫生院（华弹镇妇幼保健计划生育服务站）,0.115360854
1880,德阳市旌阳区双东镇卫生院,0.11495709
3814,阆中市五马镇卫生院,0.11478043
759,南江县集州街道朝阳社区服务中心,0.114616255
3138,苍溪县月山乡卫生院,0.114508381
750,南江县神门乡卫生院,0.114315678
1545,巴中市恩阳区关公镇卫生院,0.114014904
3247,营山县骆市中心卫生院,0.113008585
1574,巴州区大茅坪镇卫生院,0.1129708
3376,西昌市阿七镇中心卫生院,0.112921187
1431,岳池县临溪镇卫生院,0.112563161
1133,宁南县骑骡沟镇卫生院（骑骡沟镇妇幼保健计划生育服务站）,0.11252754
193,乐山市沙湾区嘉农镇卫生院,0.112456023
1595,布拖县拖觉镇中心卫生院,0.112436677
2826,眉山弘济中医医院,0.112314395
2769,盐源县盐井街道卫生院（盐井社区卫生服务中心）,0.11225891
2421,江安县下长镇卫生院,0.112123467
1447,岳池县花园镇卫生院,0.111770711
2821,眉山市彭山区锦江镇卫生院,0.111320849
1754,广安市广安区大安镇卫生院,0.110937664
2432,江安县怡乐镇卫生院,0.110884493
311,仁寿县宝马镇卫生院,0.110838482
519,冕宁县沙坝中心卫生院,0.110516012
3276,蓬安县城南社区卫生服务中心,0.110479129
2304,昭觉县四开镇中心卫生院,0.110250681
1571,巴州区东城社区卫生服务中心,0.109771655
3369,西昌市海南社区卫生服务中心,0.109744736
3448,越西县中彝医医院,0.109457668
2293,旺苍县高阳镇卫生院,0.109275179
3146,苍溪县白桥镇卫生院,0.108543057
854,叙永献康医院,0.108505212
302,仁寿县城东社区卫生服务中心,0.108393946
2380,武胜县沿口镇卫生院,0.10804421
3447,资阳高新口腔医院有限公司,0.107987441
171,乐山市市中区剑峰镇卫生院,0.107977724
424,会理市内东乡卫生院,0.107769239
255,井研县三江镇卫生院,0.107467065
1586,布拖县乐安镇中心卫生院,0.107463682
3197,荥经县严道街道社区卫生服务中心,0.106612969
3367,西昌市川兴镇中心卫生院,0.10656772
3371,西昌市礼州镇中心卫生院,0.106470941
1085,夹江县华头镇中心卫生院,0.106280198
3889,雅安市名山区前进镇卫生院,0.106223627
2808,眉山市东坡区通惠街道社区卫生服务中心,0.106107886
2666,犍为县铁炉镇卫生院,0.10557266
1580,巴州区玉堂街道凌云社区卫生服务中心石门诊部,0.104847735
3556,通川区朝阳社区卫生服务中心,0.10430543
2391,武胜县飞龙镇中心卫生院,0.104088051
2762,盐源县沃底乡卫生院,0.103864753
3520,达州市达川区石家湾社区卫生服务站,0.103790472
4034,高坪区青莲社区卫生服务中心,0.10373079
2912,米易县得石镇中心卫生院,0.103689813
1375,射洪市东岳镇卫生院,0.103524578
1438,岳池县天平镇卫生院,0.103312565
373,仪陇县新政镇第二社区卫生服务中心,0.102527264
775,南部县八尔湖镇卫生院,0.102488182
2497,汶川县绵虒中心卫生院,0.102400521
350,仪陇县三河镇卫生院,0.102278395
598,北川羌族自治县开坪乡卫生院,0.101951948
2039,成都市新都区斑竹园街道社区卫生服务中心,0.101767697
355,仪陇县五福镇卫生院,0.10163973
2794,眉山市东坡区复兴镇卫生院,0.101075049
3085,自贡市自流井区五星街社区卫生服务中心,0.100790275
3320,蓬溪县高升乡卫生院,0.100687612
533,凉山州喜德县光明镇中心卫生院（光明社区卫生服务中心）,0.100517586
2664,犍为县舞雩镇卫生院,0.100356784
432,会理市彰冠镇中心卫生院,0.100322592
209,乐山绿心肖坝社区卫生服务中心（成都理工大学工程技术学院卫生所）,0.10025889
130,丹巴县妇幼保健计划生育服务中心,0.099736473
600,北川羌族自治县曲山镇卫生院,0.099517863
1080,天全县新场镇中心卫生院,0.098814585
3214,营山县双流镇孔雀卫生院,0.098811544
434,会理市新发镇卫生院,0.097981733
310,仁寿县宝飞镇卫生院,0.0979043
604,北川羌族自治县片口乡卫生院,0.097635656
2265,新龙县中藏医院,0.097520393
790,南部县富利镇卫生院,0.0973829
3094,自贡市贡井区桥头镇卫生院,0.096811158
307,仁寿县大化镇卫生院,0.096784669
1706,广元市昭化区清水镇卫生院,0.096281747
668,南充市嘉陵区都尉社区卫生服务中心,0.096101222
3454,越西县南箐镇卫生院,0.095740073
757,南江县集州街道大堂坝社区卫生服务中心,0.095541405
306,仁寿县城西社区卫生服务中心,0.09496197
399,会东县堵格镇中心卫生院,0.094609633
799,南部县流马镇卫生院,0.094275625
3233,营山县柏林乡卫生院,0.093835505
1143,安岳县元坝镇卫生院,0.093786418
2860,筠连县丰乐乡卫生院,0.093708512
1443,岳池县白庙镇中心卫生院,0.093382019
327,仁寿县藕塘镇卫生院,0.09274472
3244,营山县蓼叶镇卫生院,0.092600657
521,冕宁县河边镇卫生院,0.092465307
112,中江县白果乡卫生院,0.092324245
2847,石棉容大医院,0.092315696
114,中江县精神病医院（中江县安康医院，中江县第三人民医院）,0.092264658
3995,马边彝族自治县民建镇卫生院,0.092222542
1926,成都东部新区坛罐卫生院,0.091931163
3779,金阳县洛觉镇卫生院,0.091606238
3217,营山县城南街道碑垭口社区卫生服务中心,0.09157763
3309,蓬溪县新会镇卫生院,0.090538278
3246,营山县青山镇卫生院,0.090452502
178,乐山市市中区悦来镇卫生院,0.090176233
2644,游仙康耀医院,0.090083193
3461,越西县新民镇中心卫生院,0.089982704
3558,通川区江陵镇卫生院,0.089058668
3469,越西县越城镇中心卫生院,0.088649328
2500,沐川县利店镇卫生院,0.088164225
3894,雅安市名山区红星镇卫生院,0.088072862
316,仁寿县板桥镇卫生院,0.088067823
331,仁寿县谢安镇卫生院,0.087859057
1599,布拖县龙潭镇中心卫生院,0.087574742
2336,木里县瓦厂镇卫生院,0.08750021
1583,巴州区龙泉社区卫生服务中心,0.087450374
2157,成都武侯乐颐乐康复医疗中心,0.087436077
3977,青神县罗波乡卫生院,0.086694109
1086,夹江县吴场镇中心卫生院,0.086301259
803,南部县盘龙中心卫生院,0.086229747
1654,平武县响岩镇卫生院,0.08614083
2712,甘洛县新市坝镇卫生院,0.086085505
3366,西昌市安宁镇中心卫生院,0.08607756
3130,苍溪县亭子镇卫生院,0.086071405
1456,岳池县齐福镇卫生院,0.085950898
682,南充市顺庆区双桥镇卫生院,0.085916498
173,乐山市市中区大佛街道社区卫生服务中心,0.085414937
606,北川羌族自治县白坭乡卫生院,0.085086536
1932,成都东部新区灵仙卫生院,0.084930675
3588,通江县胜利乡卫生院,0.084883477
135,丹巴县甲居镇卫生院,0.084586133
422,会理市六华镇中心卫生院,0.08421493
403,会东县新街镇中心卫生院,0.084078982
996,大安区老年病医院,0.084009156
433,会理市彰冠镇富乐卫生院,0.083836813
3477,达川区明月江街道社区卫生服务中心,0.083149393
3697,邻水县观音桥镇卫生院,0.083074549
2143,成都成华护润德护理院,0.082959186
1655,平武县土城藏族乡卫生院,0.082657654
1403,射洪汇格九安精神病医院,0.082356263
540,凉山州喜德县红莫镇中心卫生院,0.082305804
511,冕宁县大桥中心卫生院,0.08186601
778,南部县南隆社区卫生服务中心,0.081662834
3776,金阳县对坪镇卫生院,0.081212903
144,丹棱县杨场镇中心卫生院,0.081128136
2322,普格县花山镇卫生院,0.081077481
786,南部县太霞乡卫生院,0.080804901
1450,岳池县西板镇卫生院,0.080426094
1589,布拖县俄里坪镇中心卫生院,0.079818239
673,南充市嘉陵区龙岭镇卫生院,0.079800185
529,冕宁县高阳街道社区卫生服务中心,0.07965675
2650,犍为县九井镇卫生院,0.079640107
398,会东县嘎吉镇中心卫生院,0.079626506
3307,蓬溪县常乐镇卫生院,0.079490701
1663,平武县虎牙藏族乡卫生院,0.079484924
2325,普格县西洛镇卫生院,0.07914391
413,会东县铅锌镇中心卫生院,0.079136302
794,南部县桐坪镇卫生院,0.078813138
2773,盐源县长柏镇卫生院,0.078449616
436,会理市木古镇中心卫生院,0.078301737
619,华蓥市天池镇中心卫生院,0.07806555
1119,宁南县俱乐镇卫生院（俱乐镇妇幼保健计划生育服务站）,0.078001703
3359,西昌市东城健康路社区卫生服务中心,0.077510525
3245,营山县西桥镇卫生院,0.077455967
1856,得荣县瓦卡镇中心卫生院,0.077212228
445,会理市黎溪镇卫生院,0.077078812
527,冕宁县若水镇卫生院,0.076942542
404,会东县松坪镇中心卫生院,0.076630077
2512,沐川县高笋乡卫生院,0.076452695
160,乐山市五通桥区精神病医院,0.076015322
815,南部县黄金镇卫生院,0.075694247
3350,西充县高院镇卫生院,0.075592211
4022,高坪区擦耳镇卫生院,0.075578183
626,华蓥市阳和镇卫生院,0.075481398
2806,眉山市东坡区苏祠街道社区卫生服务中心,0.075214202
271,井研县集益镇卫生院,0.07494618
1924,成都东部新区丹景社区卫生服务中心,0.074795814
522,冕宁县泸宁中心卫生院,0.074655924
672,南充市嘉陵区金宝镇卫生院,0.074443165
617,华蓥市华龙社区卫生服务中心,0.074376618
428,会理市城南街道中心卫生院(会理市城南街道社区卫生服务中心),0.074258865
1861,德昌县巴洞镇中心卫生院,0.073832912
2392,武胜县鸣钟镇卫生院,0.073735896
2015,成都市成华区天府众合老年护理中心,0.073167945
684,南充市顺庆区搬罾街道社区卫生服务中心,0.072591002
2425,江安县仁和镇卫生院,0.072551356
2502,沐川县大楠镇炭库卫生院,0.072530155
758,南江县集州街道春场坝社区卫生服务中心,0.072451118
1389,射洪市文升镇卫生院,0.072400659
1763,广安市广安区白市镇卫生院,0.07222107
3224,营山县悦中乡卫生院,0.072001664
539,凉山州喜德县米市镇卫生院,0.0718871
3339,西充县城北新区社区卫生服务中心,0.071858482
390,仪陇县铜鼓乡卫生院,0.071820727
426,会理市城北街道中心卫生院（会理市城北街道社区卫生服务中心）,0.070676937
1653,平武县古城镇中心卫生院,0.070085655
2492,汶川县三江镇中心卫生院,0.069969852
2793,眉山市东坡区复兴卫生院,0.069771221
515,冕宁县巨龙康美医院,0.069620962
3675,邻水县两河镇卫生院,0.069594994
411,会东县金江街道社区卫生服务中心,0.06948574
1076,天全县始阳镇中心卫生院,0.06837325
82,东部新区养马社区卫生服务中心,0.068303291
3773,金阳县天地坝镇卫生院,0.068293073
2412,汉源县富林镇卫生院,0.067947499
2355,梓潼县宝石乡卫生院,0.067844476
1440,岳池县新场镇卫生院,0.067726707
2506,沐川县武圣乡卫生院,0.06756117
3110,色达县翁达镇卫生院,0.06753621
1927,成都东部新区壮溪卫生院,0.067186814
2354,梓潼县宏仁镇卫生院,0.0670687
2320,普格县普基镇社区卫生服务中心,0.066841337
4000,马边彝族自治县荣丁镇卫生院,0.066580858
2361,梓潼县自强镇中心卫生院,0.066326152
3045,美姑县洪溪镇中心卫生院,0.066084668
3964,青川县石坝乡卫生院,0.066010996
3690,邻水县椿木镇卫生院,0.065914671
3745,金堂县第四人民医院（金堂县精神卫生中心）,0.065187323
332,仁寿县贵平镇卫生院,0.065146895
2761,盐源县棉桠镇卫生院,0.064786775
137,丹巴县革什扎镇中心卫生院,0.064706739
655,南充市嘉陵区吉安镇卫生院,0.064301669
2779,盐边县惠民中心卫生院,0.064119787
1122,宁南县大同镇卫生院（大同镇妇幼保健计划生育服务站）,0.064024682
