,basy_zyzd_jbbm_3,count,耗材费
619,619,175,1539.9910285714286
620,620,1810,3506.1081712707182
621,621,2033,1634.850324643384
622,622,1736,2203.1415322580647
623,623,5986,1070.478316070832
624,624,9504,2171.6363594276095
625,625,5233,2457.8799961781006
626,626,1950,2137.2480666666665
627,627,4808,1227.6482861896839
628,628,6773,2109.9944574044
629,629,4159,3077.0808824236597
630,630,5783,1092.252872211655
631,631,6008,2642.43771138482
632,632,7224,2170.4957419712073
633,633,12759,1942.3352786268517
634,634,5796,2976.62244478951
635,635,926,1011.2586285097192
636,636,509,3848.935304518664
637,637,1032,3564.772781007752
638,638,1397,2336.668768790265
639,639,742,1305.427412398922
640,640,3224,1636.770666873449
641,641,3554,3574.5533033202023
642,642,2809,2371.366735493058
643,643,2510,1572.5604980079681
644,644,2782,1337.9760783608915
645,645,1748,1461.3064130434782
646,646,2807,931.5168257926612
647,647,2686,1430.486798212956
648,648,7634,1249.0215090385118
649,649,12830,1521.9082424006235
650,650,5568,1593.3383908045978
651,651,11818,1466.9495422237267
652,652,5861,1445.4325900017063
653,653,16941,2370.0781524113095
654,654,15073,1489.5313892390366
655,655,22415,2028.9353941556992
656,656,13454,1621.5926698379665
657,657,6075,1144.4217251028808
658,658,24079,2049.067043897172
659,659,34307,1908.1100454717696
660,660,26812,2196.9077983738625
661,661,2471,2478.4108903278025
662,662,11689,3129.4268038326627
663,663,16585,3531.2986837503768
664,664,19074,3215.8127718360074
665,665,2635,2937.386937381404
666,666,2526,3584.9730799683293
667,667,5019,2108.635839808727
668,668,12905,1641.8828562572648
669,669,5046,1559.5787039239
670,670,10092,1395.4410285374554
671,671,11558,1054.8660019034435
672,672,16010,2265.842201748907
673,673,9595,1404.9779989577905
674,674,9941,1456.6369540287699
675,675,12871,1444.7719415740812
676,676,13800,1201.9603789855073
677,677,17064,1437.8579295593063
678,678,14446,1126.4465859061334
679,679,17075,1646.5113985358712
680,680,19925,1189.8694715181932
681,681,26127,1472.4614046771537
682,682,37024,2027.5130944792568
683,683,8584,1953.634941752097
684,684,21140,2608.4680402081362
685,685,3879,3262.2740964166023
686,686,7938,2861.4289166036783
687,687,22766,2603.977164192216
688,688,28427,2395.6434069722445
689,689,29073,2443.936857565439
690,690,14298,2183.98132536019
691,691,27154,2485.3376025631583
692,692,42465,2514.811077122336
693,693,42050,2374.080516527943
694,694,3016,2730.7688693633954
695,695,7515,1849.2799055222888
696,696,9553,2052.1373003245053
697,697,8325,1424.083953153153
698,698,2776,3778.446055475504
699,699,3266,1530.247486221678
700,700,4407,1582.3889176310415
701,701,22502,2372.5110025775484
702,702,867,1056.6703229527106
703,703,1904,1530.1798266806722
704,704,2412,1773.2867454394693
705,705,3132,1190.5490229885058
706,706,1046,2569.2302963671127
707,707,1073,1564.8669711090402
708,708,981,2019.829887869521
709,709,1596,1007.7953320802005
710,710,26,413.32653846153846
711,711,170,548.4817058823529
712,712,484,949.5181818181818
713,713,288,558.2572222222221
714,714,210,530.6591428571428
715,715,181,683.5401657458564
716,716,557,1603.325565529623
717,717,81,646.4133333333334
718,718,247,712.4478137651822
