,医院名称,检查检验费均值
2221,成都高新区芳草社区卫生服务中心,1118.895238
1182,安岳县石羊镇中心卫生院,1118.051216
574,剑阁县武连镇中心卫生院,1116.567227
215,乐至为民精康医院有限公司,1115.43125
1767,广安恒德医院,1114.996575
2124,成都市龙泉驿区妇幼保健院,1113.961802
3753,金堂家兴结石病医院,1112.568376
3922,雷波县人民医院,1112.298163
74,三台县芦溪镇中心卫生院  （三台县第二人民医院）,1111.958475
1329,宣汉县精神病医院,1111.269685
2092,成都市金牛区沙河源社区卫生服务中心（成都市金牛区金建人民医院）,1110.944136
3407,资中县马鞍镇卫生院,1108.237725
3397,资中县明心寺镇卫生院,1107.062585
827,叙永县叙永镇中心卫生院,1106.802586
1919,成都东区爱尔眼科医院,1105.293043
3485,达州医科肿瘤医院,1104.4
3672,邛崃段关刀骨科医院,1100.367705
2960,绵阳万江眼科医院有限责任公司,1098.230703
239,乐至天颐新区医院,1098.077985
614,华康肾病医院,1097.589862
562,剑阁县公兴镇中心卫生院,1097.567708
508,冕宁县人民医院,1097.396195
3761,金川县人民医院,1095.187949
3548,达州长生肾病医院,1094.916667
3915,雅安职业技术学院附属医院,1093.020822
3107,色达县人民医院,1091.237069
1869,德格县人民医院,1090.828062
1831,彭州市传染病医院,1089.988636
2348,梓潼县中医院,1088.395005
720,南充龙医官医院,1088.379
3683,邻水县坛同镇卫生院,1087.766667
2254,攀枝花市第四人民医院,1087.617486
1416,屏山县中医医院,1087.383846
2440,江油宝石花医院,1085.931298
3395,资中县归德镇卫生院,1085.683721
3845,阆中慈念医院,1084.264491
2085,成都市郫都区郫筒街道社区卫生服务中心,1078.224354
2961,绵阳仁爱康复医院,1077.833333
2231,成都高新海尔森医院,1077.504965
3071,自贡市沿滩区妇幼保健院,1075.726667
3406,资中县陈家镇卫生院,1074.245992
1117,宁南县中医医院,1072.888303
704,南充果城骨科医院,1072.440252
1305,宣汉县土黄镇中心卫生院,1071.113859
1244,宜宾市叙州区泥溪镇中心卫生院,1070.185424
698,南充市高坪区长乐中心卫生院（高坪区人民医院长乐分院）,1069.484185
2422,江安县中医医院,1069.456251
3880,雅安仁康医院（雅安结石病医院）,1069.043295
3270,蓬安中山骨科医院,1068.503571
3385,贡井区中医医院,1066.846868
228,乐至县石佛镇中心卫生院,1064.728571
206,乐山爱尔眼科医院,1061.962963
2153,成都显微手足外科医院,1061.728788
2574,泸州龙马潭圣康中医骨伤医院,1060.977987
2208,成都附大强直类凤湿骨科医院,1056.921532
2156,成都本草堂康复医院,1056.155914
89,中江县中医医院,1054.713771
978,四川眼科医院,1054.072398
2268,旺苍佳士康养医院,1053.758065
3757,金堂瑞辰仁爱医院,1053.462791
764,南部仁博耳鼻喉医院,1050.886614
393,仪陇德新医院,1050.111494
3886,雅安市名山区中医医院,1049.078361
3325,蓬溪恒道中医（骨科）医院,1044.831382
3619,遂宁市安居区拦江镇中心卫生院,1043.867684
1551,巴中市恩阳区文治社区卫生服务中心,1043.791908
3167,苍溪社保医院,1042.549925
2687,理县人民医院,1042.440748
2628,渠县清溪场镇中心卫生院,1041.837161
45,三台县中医骨科医院,1041.573874
1923,成都东部新区三岔中心卫生院（成都东部新区第三人民医院）,1041.025129
920,四川何氏骨科医院,1039.291188
2001,成都市双流区妇幼保健院,1038.9022
397,会东县人民医院,1038.81156
3401,资中县第二人民医院（资中县精神病医院）,1036.85
3628,遂宁市安居区西眉镇中心卫生院,1036.829634
2832,眉山肿瘤医院,1034.059114
2624,渠县李渡镇卫生院,1030.885
3256,蒲江县大塘公立中心卫生院,1030.761255
1211,宜宾利民医院,1030.615262
3950,青川县中医医院,1028.366562
922,四川华蓥山广能（集团）有限责任公司总医院,1027.856124
1970,成都华厦眼科医院,1027.670369
2634,渠县琅琊镇中心卫生院,1027.423729
1035,大竹骨科医院,1026
3618,遂宁市安居区常理镇卫生院,1026
3789,长宁县中医医院,1025.501343
203,乐山市金口河区人民医院,1025.180095
3391,资中县发轮镇卫生院,1023.679104
297,仁寿中鑫老年病医院,1021.897237
1669,广元东晨医院,1021.780702
567,剑阁县开封镇中心卫生院,1021.183989
1036,大英县中医医院,1014.196935
1083,夹江县中医医院,1013.766533
613,华川医院,1012.698667
2693,甘孜县中藏医院,1012.555
3199,荥经县人民医院,1012.402759
187,乐山市市中区茅桥镇中心卫生院,1011.836292
724,南江县下两镇中心卫生院,1011.363621
3129,苍溪县五龙镇中心卫生院,1009.433447
346,仁真医院,1007.289427
1339,宣汉县黄石乡卫生院,1006.333333
447,佛都老年病医院,1005.110048
2302,昭觉县人民医院,1002.919802
2957,绵竹市肛肠专科医院,1002.325278
1064,大邑宁康医院,1001.308974
3494,达州市民康医院,1000.6
3172,茂县人民医院,998.8310936
3419,资阳市社会福利院医院,997.6130435
2955,绵竹市第二人民医院,992.7891213
3626,遂宁市安居区磨溪镇卫生院,991.8150685
91,中江县仓山中心卫生院,990.2708887
3668,邛崃市火井镇中心卫生院,984.912987
2581,洪雅县人民医院,984.3113509
674,南充市嘉陵区龙蟠镇中心卫生院,983.8454751
474,内江市东兴区椑木中心卫生院,983.2755267
3971,青白江日鑫老年病医院,982.5278571
2811,眉山市妇幼保健院,980.0714959
561,剑阁县元山镇中心卫生院,979.5099502
1612,平昌县妇幼保健计划生育服务中心（平昌县妇幼保健院）,979.2939698
27,万源市第二人民医院（万源市精神病医院）,978.5
3493,达州市妇幼保健计划生育服务中心(达州市妇女儿童医院）,975.2458261
2593,渠县万康中医医院,975.0610687
324,仁寿县第二人民医院（仁寿县富加镇卫生院）,973.6306709
3562,通川双龙骨科医院,973.3051643
683,南充市顺庆区妇幼保健计划生育服务中心(南充市顺庆区妇幼保健院),972.5063043
3353,西充益民医院,972.168323
4045,龙马潭区胡市中心卫生院(泸州市龙马潭区第三人民医院）,971.6851027
3693,邻水县石永镇卫生院,971.1438202
1540,巴中市恩阳区上八庙镇卫生院,970.5444872
2564,泸州爱尔眼科医院,970.2389381
3708,都江堰市妇幼保健院,970.1949126
3966,青川县第一人民医院,969.6990881
1257,宜宾市第二中医医院,969.6432034
2116,成都市青羊区苏坡社区卫生服务中心（成都市青羊区苏坡社区医院）,969.1055046
1047,大英君珉骨科医院,968.5993976
2139,成都成华北区医院,968.5026316
1345,富顺县东湖街道社区卫生服务中心,967.4152174
3661,邛崃市天台山镇中心卫生院（邛崃市第五人民医院）,965.8957816
3389,资中县双河镇卫生院,964.3070922
2175,成都美美妇产医院,964.21
1719,广元市朝天区妇幼保健院,963.1805556
3807,阆中博杨中医医院,962.8640625
3022,绵阳耳鼻喉医院,962.7224138
1549,巴中市恩阳区妇幼保健院,962.603
4,万源市中医院,962.0334855
3806,阆中元华祥医院,961.9466135
1215,宜宾和美妇产医院,961.65
2612,渠县宝城镇中心卫生院,960.0702586
2206,成都长生肾病医院,958.9
1775,广汉中信众康肾病医院,957.7272727
2038,成都市新都区妇幼保健院,957.6731505
1694,广元市利州区荣山镇卫生院,956.46875
1144,安岳县兴隆镇中心卫生院,953.5312321
1965,成都军建医院,953.2417178
2079,成都市郫都区安德街道社区卫生服务中心,952.1269762
2133,成都市龙泉驿区龙泉平安社区卫生服务中心,951.9545455
1950,成都九如城康复医院,951.5096774
448,兴文光明骨科医院,949.2760504
3651,邛崃兴盛医院,948.0126582
1300,宣汉县南坝镇中心卫生院,947.7301754
2885,简阳市平泉中心卫生院,947.4823028
3838,阆中市第二人民医院,947.1057471
3846,阆中明康医院,945.4685185
232,乐至县良安镇全胜卫生院,943.9627273
1772,广旺矿区代池坝医院,943.8805195
589,剑阁县鹤龄镇中心卫生院,942.7912458
3443,资阳忠华康复医院,941.8724138
2199,成都锦欣沙河堡医院,941.7227414
1321,宣汉县渡口土家族乡卫生院,941.6699029
3729,金堂仁友骨科医院,940.2223776
551,凉山骨科医院,937.1408451
1351,富顺县妇幼保健院,936.0236928
1322,宣汉县漆树土家族乡卫生院,933.6341463
2909,米易县中医医院,933.4025579
1532,巴中市妇幼保健院,932.9580868
347,仪陇中仁骨科医院,932.8014085
834,叙永县摩尼中心卫生院,931.235
3050,自流井区中医院,931.025641
1702,广元市昭化区妇幼保健院,930.5599078
721,南充龙门中医院,928.9659574
54,三台县塔山镇中心卫生院,927.869781
2882,简阳市妇幼保健院,927.7668103
2625,渠县李馥镇卫生院,927.6017316
3621,遂宁市安居区横山镇中心卫生院,926.2867435
2573,泸州骨病医院,924.9308943
2106,成都市青白江区清泉镇公立中心卫生院,924.7489813
530,凉山中科耳鼻喉专科医院,924.6068536
2087,成都市金牛区中医医院,924.5427996
3482,达川新侨医院,924.271777
3476,达川区三里坪街道社区卫生服务中心,923.7458647
1273,宜宾市翠屏区白花镇中心卫生院,923.4734945
238,乐至县龙门镇卫生院,922.0977778
101,中江县妇幼保健院（中江县妇女儿童医院、中江县妇幼保健计划生育服务中心）,921.0112696
477,内江市东兴区田家中心卫生院,920.5615804
1193,安岳川中医院,919.7846154
1619,平昌县新华街社区卫生服务中心,919.2781034
742,南江县大河镇中心卫生院,919.119186
3364,西昌市妇幼保健院（西昌市妇女儿童医院、西昌市妇幼保健计划生育服务中心）,918.618
1214,宜宾和康骨科医院,918.5160643
523,冕宁县泸沽铁矿职工医院,917.0442125
2694,甘孜县人民医院,916.5856874
2466,江油市精神病医院,913.9227273
1107,威远县镇西镇卫生院,913.6742009
2212,成都颐锦天泰老年病医院,913.665625
3553,通川区双龙镇卫生院,913.5507246
1251,宜宾市妇幼保健计划生育服务中心,912.393
3380,西昌王氏骨科专科医院,912.375
3677,邻水县九龙镇中心卫生院,911.4096525
1569,巴州北门医院,911.0979167
2493,汶川县中医医院,910.1122047
3435,资阳市雁江区小院镇中心卫生院,909.7460811
2609,渠县妇幼保健计划生育服务中心（渠县妇幼保健院）,909.5965217
1186,安岳县镇子镇中心卫生院,909.3769784
1588,布拖县人民医院,909.2902299
2314,普格县人民医院,906.4208333
1313,宣汉县普光镇卫生院,905.3346304
1769,广安正康医院,904.4858757
1776,广汉圣心妇女儿童医院,904.0625
2670,犍为爱尔眼科医院,903.5842105
1049,大邑元兴卫生院,903.1795276
3277,蓬安县妇幼保健计划生育服务中心,903.1285519
3736,金堂县妇幼保健院（金堂县妇女儿童医院）,902.6463415
1439,岳池县妇幼保健计划生育服务中心,900.9850746
2721,白玉县人民医院,898.8842105
2556,泸州市纳溪区妇幼保健计划生育服务中心（泸州市纳溪区妇幼保健院）,898.4956522
1730,广元德新肾病医院,897.5142857
2776,盐边县人民医院,897.4868791
3182,荣县妇幼保健院,897.3632813
1668,广元万缘医院,897.0954774
1392,射洪市沱牌中心卫生院,896.1514778
1916,成都三松肾病医院,895.7027027
3011,绵阳市肛肠病医院,895.2755932
1469,峨眉山市妇幼保健院,895.2413793
1231,宜宾市叙州区凤仪乡卫生院,895.0695652
1109,威远县龙会镇卫生院,895.0676259
2704,甘孜藏族自治州藏医院,894.8971429
2183,成都西南中医医院（成都西南中医医院互联网医院）,894.8920635
1759,广安市广安区恒升中心卫生院,894.8133523
1315,宣汉县柏树镇卫生院,894.6756757
3507,达州市达川区妇幼保健计划生育服务中心,894.5393805
2613,渠县岩峰镇中心卫生院,894.3191223
3402,资中县罗泉镇卫生院,893.8194595
481,内江市东兴区郭北中心卫生院,892.7355872
3264,蒲江县鹤山社区卫生服务中心,892.5291737
3426,资阳市雁江区丹山镇中心卫生院,892.2122807
1988,成都威高肾病医院,892.1863636
1444,岳池县石垭镇中心卫生院,892.1
2905,简阳玛莉亚妇产医院,890.5037594
593,北川羌族自治县中羌医医院,889.0067881
3185,荣县新桥中心卫生院,888.6947368
338,仁寿喜稚来妇产医院,888.3076923
3689,邻水县柑子镇中心卫生院,887.867052
3611,遂宁市安居区东禅镇中心卫生院,887.0704545
3622,遂宁市安居区横山镇观音卫生院,886.3798701
3612,遂宁市安居区中兴镇卫生院,885.3009709
1217,宜宾大欣妇产医院,884.4027778
2837,石棉县中医医院,881.6899026
2940,绵竹夏骡子骨伤专科医院,881.5236364
2597,渠县中润医院,881.5135135
1054,大邑县悦来镇公立卫生院（大邑县第六人民医院）,881.373652
1828,彭州市丽春镇卫生院,880.3172414
1160,安岳县岳城街道社区卫生服务中心,878.5545455
2487,江阳区通滩中心卫生院（泸州市江阳区第二人民医院）,878.3339374
1685,广元市利州区嘉陵街道社区卫生服务中心,878.137931
3423,资阳市雁江区中和镇中心卫生院,877.371831
1813,开江县永兴中心卫生院,877.2356688
3296,蓬安济民医院,876.9673077
640,南充国慈医院,876.3604317
3432,资阳市雁江区妇幼保健计划生育服务中心(资阳市妇幼保健院）,876.2763912
1284,宜宾肛泰肛肠医院,873.7202586
3614,遂宁市安居区人民医院,873.6600323
2191,成都金牛华欣美辰医疗美容医院,873
3671,邛崃市高埂街道卫生院,872.7685637
1299,宣汉县华景镇卫生院,871.7481481
2205,成都长济老年病专科医院,870.81
2639,渠县贵福镇中心卫生院,870.7434555
3408,资中县高楼镇卫生院,869.6245863
212,乐山骨科医院,866.9978378
2623,渠县望溪镇卫生院,866.9577465
2072,成都市郫都区三道堰镇卫生院,866.6568056
