,最小样本数量,费用类型,记录总数,统计特征长度,原始训练数据量,原始验证数据量,训练数据可预测数据量,测试数据可预测数据量,训练数据可预测数据的均方差,测试数据可预测数据的均方差,训练数据可预测数据的O/E标准差,测试数据可预测数据的O/E标准差,训练数据可预测数据O/E均值,测试数据可预测数据O/E均值
1042,100,检查检验费,5873568,4,4698854,1174714,4009781,1000932,2249.7640898693767,2210.9208992371914,0.690980060607839,0.6886641871765377,0.9999999999999994,1.000889655067314
1043,5,检查检验费,5873568,5,4698854,1174714,4415369,1096663,2199.6350492992137,2195.1161709144994,0.6308708456800697,0.6464696608345478,0.999999999999999,1.0041792025692575
1044,10,检查检验费,5873568,5,4698854,1174714,4295304,1068885,2178.3705787912836,2156.0037642953225,0.6338937949720932,0.644600444806496,0.9999999999999993,1.0029692487980415
1045,15,检查检验费,5873568,5,4698854,1174714,4206331,1047570,2157.86133101615,2126.5820703956647,0.6357451395041386,0.6425737182363538,0.9999999999999996,1.0024504208492375
1046,20,检查检验费,5873568,5,4698854,1174714,4134316,1030171,2132.400431453012,2105.7450720458537,0.636740036949783,0.6418216444873787,0.9999999999999997,1.0019840602211916
1047,30,检查检验费,5873568,5,4698854,1174714,4016852,1001354,2107.398113646474,2074.3315069820014,0.6384347827708639,0.6413054902983183,1.0000000000000002,1.0017288633369754
1048,50,检查检验费,5873568,5,4698854,1174714,3844215,958724,2075.950228669471,2040.2979464339965,0.6404275494938763,0.6420626406244342,1.0000000000000002,1.0015740082093394
1049,100,检查检验费,5873568,5,4698854,1174714,3548940,885851,2002.8210671260078,1984.279204303888,0.6433669303889967,0.642808396536394,0.9999999999999994,1.001241349433946
1050,5,检查检验费,5873568,6,4698854,1174714,4401732,1092987,2191.5611559524823,2189.4677348570976,0.629691317390066,0.6460491131652352,1.0000000000000004,1.004282206292016
1051,10,检查检验费,5873568,6,4698854,1174714,4277122,1064237,2169.759217362823,2146.49554394279,0.6328403671114953,0.6440354700766284,1.0000000000000013,1.0030334271890542
1052,15,检查检验费,5873568,6,4698854,1174714,4185940,1042310,2147.851709117147,2118.8373506555445,0.6347335718525924,0.6420911201059217,0.9999999999999996,1.0025332734245656
1053,20,检查检验费,5873568,6,4698854,1174714,4111415,1024207,2119.646357653162,2097.5707378972334,0.635783038310491,0.6410982717190634,0.9999999999999994,1.0020406208989803
1054,30,检查检验费,5873568,6,4698854,1174714,3991149,994732,2096.5688633838845,2065.9591870137046,0.6375368325130631,0.6406075144390295,1.0000000000000013,1.0017918018413516
1055,50,检查检验费,5873568,6,4698854,1174714,3814177,951165,2065.456178845304,2032.3015895529431,0.6395083079721,0.6415190881693997,0.9999999999999996,1.0015404671731107
1056,100,检查检验费,5873568,6,4698854,1174714,3517287,877861,1994.4675167728892,1977.3937929933456,0.6425654989159332,0.6423684672037158,0.9999999999999993,1.0012636321331336
1057,5,检查检验费,5873568,7,4698854,1174714,4251914,1053074,2104.981212417357,2119.2480207670915,0.6151784378079989,0.6354573307985573,0.9999999999999989,1.0049820629273076
1058,10,检查检验费,5873568,7,4698854,1174714,4084797,1014772,2074.412903602992,2068.5662420040985,0.6195623471785529,0.6333788669143264,1.0,1.0035504703327895
1059,15,检查检验费,5873568,7,4698854,1174714,3967760,986742,2049.7297133007046,2033.2267046188863,0.6220530936893682,0.6309823942732461,1.0000000000000007,1.0028232219805093
1060,20,检查检验费,5873568,7,4698854,1174714,3875718,964589,2014.7251168690566,2004.7140703433524,0.6237404013901277,0.6304672191949574,0.9999999999999998,1.0023104195227428
1061,30,检查检验费,5873568,7,4698854,1174714,3728164,928460,1994.937352808596,1974.6791649046197,0.6262550634722712,0.6305279220669984,1.0000000000000002,1.001843842016795
1062,50,检查检验费,5873568,7,4698854,1174714,3514948,875990,1954.60139429409,1939.1829731459902,0.6291755062476901,0.6317915675423407,0.9999999999999998,1.001661147803814
1063,100,检查检验费,5873568,7,4698854,1174714,3172302,790986,1871.789143269492,1867.1296678126919,0.6341701008647058,0.633913746068604,1.0000000000000002,1.0013936211529688
1064,5,检查检验费,5873568,8,4698854,1174714,4197225,1038349,2078.98997083226,2095.2538074005492,0.6088508864833992,0.6325224070067416,0.9999999999999996,1.0052247415710989
1065,10,检查检验费,5873568,8,4698854,1174714,4017443,997356,2047.1118811817826,2046.1089934354031,0.6135189993702435,0.6296901337551244,0.9999999999999999,1.003779909320537
1066,15,检查检验费,5873568,8,4698854,1174714,3889515,966561,2012.2311913261663,2001.6305597810012,0.6161195833595768,0.6270297776410944,0.9999999999999997,1.0029787291053613
1067,20,检查检验费,5873568,8,4698854,1174714,3792350,943222,1980.6923851886104,1968.3672416212614,0.6179743709336936,0.6262449416564785,0.9999999999999993,1.0025796055985026
1068,30,检查检验费,5873568,8,4698854,1174714,3633453,904387,1958.132917039189,1945.98379699053,0.6206321063057356,0.6269832122395705,0.9999999999999992,1.0021944073525704
1069,50,检查检验费,5873568,8,4698854,1174714,3408418,848986,1920.6760369049077,1910.3889858348016,0.6240506491723143,0.6280142461957873,1.0000000000000002,1.0018076631390458
1070,100,检查检验费,5873568,8,4698854,1174714,3052254,760648,1831.743130971524,1824.120661154467,0.629369925924102,0.6301213682034381,0.9999999999999997,1.001488416794968
1071,5,检查检验费,5873568,9,4698854,1174714,4195222,1037815,2078.3756474781103,2094.734284486875,0.6087161388593897,0.6325489694020361,1.0,1.0052471974921056
1072,10,检查检验费,5873568,9,4698854,1174714,4015035,996761,2046.647279279701,2045.4403752904961,0.6133926695041385,0.6296895005341806,1.0000000000000002,1.0037971699195007
1073,15,检查检验费,5873568,9,4698854,1174714,3886899,965916,2011.808272476549,2001.1038314441096,0.616016210107223,0.6270601267860398,0.9999999999999996,1.003008219806752
1074,20,检查检验费,5873568,9,4698854,1174714,3789424,942496,1980.227177096418,1967.7973632530088,0.6178905932012956,0.6262829488955572,0.9999999999999997,1.0026099645412068
1075,30,检查检验费,5873568,9,4698854,1174714,3630265,903600,1957.7683159800335,1945.3470879565489,0.6205537418883051,0.627007976215111,0.9999999999999994,1.0021990994474979
1076,50,检查检验费,5873568,9,4698854,1174714,3405044,848178,1920.4062251723042,1909.8047478558578,0.6239695998839256,0.6280400153087613,1.0000000000000004,1.0018227619641495
1077,100,检查检验费,5873568,9,4698854,1174714,3048671,759798,1831.7045989466283,1823.4323485149998,0.6293129442221124,0.6300871904721168,0.9999999999999996,1.0014669748613032
1078,5,药品费,5417816,3,4334252,1083564,4259469,1062377,3813.9799203631183,3742.3752812821476,1.021952261582203,1.0842011090577903,0.9999999999999996,1.0041455814938147
1079,10,药品费,5417816,3,4334252,1083564,4215236,1051622,3787.6268223239176,3719.1406070681296,1.0242382278240463,1.0694385822842434,1.0,1.0025058819966874
1080,15,药品费,5417816,3,4334252,1083564,4178145,1042892,3767.87549818083,3690.4668905657545,1.0256007289293838,1.0669214374419116,1.0000000000000007,1.0017282710014113
1081,20,药品费,5417816,3,4334252,1083564,4145070,1035090,3753.784347426818,3661.922142166611,1.0266720504634455,1.064058160453664,0.9999999999999998,1.0013961908971865
1082,30,药品费,5417816,3,4334252,1083564,4090603,1021639,3715.153969241492,3644.875531978497,1.027950973104583,1.0633735880791022,0.9999999999999998,1.0008918686757735
1083,50,药品费,5417816,3,4334252,1083564,4002063,999619,3677.65982731821,3593.3090301395237,1.0286999829004784,1.0559538540604423,0.9999999999999999,0.9999855495348896
1084,100,药品费,5417816,3,4334252,1083564,3830226,956707,3597.2332250418394,3492.0367760551617,1.0298687974137128,1.0531575626460177,0.9999999999999989,0.9993593649145673
1085,5,药品费,5417816,4,4334252,1083564,4208122,1048149,3571.1877471660923,3544.61246894505,0.9644487053417444,1.005408701060322,0.9999999999999993,1.0050878079924705
1086,10,药品费,5417816,4,4334252,1083564,4143644,1032797,3530.684948342721,3498.6000328725895,0.967500154984033,0.9904587871894838,1.0000000000000002,1.0031547241689838
1087,15,药品费,5417816,4,4334252,1083564,4094376,1021207,3503.513982935661,3409.690564306801,0.9692181509931048,0.9858692565799609,1.0000000000000002,1.0021216673421895
1088,20,药品费,5417816,4,4334252,1083564,4050870,1010844,3469.9497501192222,3400.1068466831593,0.970374169848286,0.9846687531195533,1.0000000000000002,1.0017734507496243
1089,30,药品费,5417816,4,4334252,1083564,3982198,993962,3416.355316844641,3361.0430974836177,0.9720465133117988,0.9832593517394944,1.0000000000000007,1.0013887451682424
1090,50,药品费,5417816,4,4334252,1083564,3869733,966245,3362.3750177126813,3281.0507281354967,0.9732433109179623,0.9774946083676544,1.0000000000000013,1.0006601992083732
1091,100,药品费,5417816,4,4334252,1083564,3675127,917889,3312.727735901568,3213.6418156470536,0.9743754993363566,0.9702287879756105,1.0000000000000004,0.9998490339933901
1092,5,药品费,5417816,5,4334252,1083564,4061951,1008642,3329.2391125968197,3275.4220922225836,0.8847104625765023,0.9336119553609817,0.9999999999999998,1.0073325303454883
1093,10,药品费,5417816,5,4334252,1083564,3948715,982485,3273.7392518532065,3229.9594027203416,0.8892557793244313,0.9248701577407088,0.9999999999999998,1.004700351071837
1094,15,药品费,5417816,5,4334252,1083564,3863718,962253,3232.6453859868607,3171.571347147066,0.8914828203842816,0.9181774865391291,0.9999999999999999,1.0035924526864877
1095,20,药品费,5417816,5,4334252,1083564,3796464,946041,3202.2245344279268,3144.619245630263,0.8929868920390278,0.9153205536302765,0.9999999999999991,1.0028016208877932
1096,30,药品费,5417816,5,4334252,1083564,3686831,919141,3161.9356284829846,3091.1142930402816,0.8946788422654477,0.912469662693317,1.0000000000000004,1.0019862708809326
1097,50,药品费,5417816,5,4334252,1083564,3520804,878196,3100.0738528778174,3015.0736942796443,0.8962462700380847,0.9053444386913958,0.9999999999999987,1.0012365532480592
1098,100,药品费,5417816,5,4334252,1083564,3247140,810442,2901.0749108161863,2812.805641009382,0.8967286022359068,0.8956700149580153,1.0000000000000007,1.0003249566300085
1099,5,药品费,5417816,6,4334252,1083564,4048949,1005212,3310.918733823294,3267.44853740655,0.8820940472618369,0.9322656279092715,0.9999999999999993,1.0073990524988878
1100,10,药品费,5417816,6,4334252,1083564,3931544,978039,3255.08350009159,3219.2233559802403,0.8867881487854864,0.9221274699007135,0.9999999999999999,1.0047139966936456
1101,15,药品费,5417816,6,4334252,1083564,3844510,957303,3208.3871611156706,3160.6321786624185,0.8891017384254447,0.9159854666947149,1.0,1.0036244516526838
1102,20,药品费,5417816,6,4334252,1083564,3774580,940306,3180.1625463938503,3124.910288230026,0.8905972330151107,0.9113213328476977,0.9999999999999996,1.0027547298845687
1103,30,药品费,5417816,6,4334252,1083564,3662328,912864,3127.312245897602,3072.1836688535104,0.8923974366096474,0.9089778290851637,0.9999999999999997,1.0018999667355455
1104,50,药品费,5417816,6,4334252,1083564,3493192,871194,3051.481378421556,2993.3188664000886,0.8938441106942838,0.8996233308958355,0.9999999999999992,1.0009889245298802
1105,100,药品费,5417816,6,4334252,1083564,3219011,803181,2876.03908317622,2792.6750325163152,0.8943502233251043,0.8908969076503287,1.000000000000001,1.0001249192452886
1106,5,药品费,5417816,7,4334252,1083564,3907453,967346,3158.2247923228847,3136.551814448164,0.8530959303054984,0.9114796043739742,1.0000000000000002,1.0089978944774078
1107,10,药品费,5417816,7,4334252,1083564,3750190,931324,3087.1985007542453,3057.647895112131,0.8592730656853743,0.9013418073648082,0.9999999999999996,1.0054691100525472
1108,15,药品费,5417816,7,4334252,1083564,3639404,904835,3038.468138132319,2978.2704159444925,0.862500994344276,0.8977116098865874,0.9999999999999994,1.0041148351749427
1109,20,药品费,5417816,7,4334252,1083564,3554177,884224,2978.9926970617407,2944.9731828340578,0.864573864742947,0.8953070159609274,1.0000000000000002,1.0030611412542139
1110,30,药品费,5417816,7,4334252,1083564,3414363,850072,2881.522709390987,2900.924668288263,0.8671772441837259,0.8931516392150285,1.0000000000000002,1.002264814502377
1111,50,药品费,5417816,7,4334252,1083564,3213982,800930,2802.1812057950456,2751.74825527085,0.8697480509959953,0.8748824315465887,1.000000000000001,1.0009498961207062
1112,100,药品费,5417816,7,4334252,1083564,2895443,721946,2602.6097823441505,2597.682542047986,0.8704076075812858,0.8658045527756131,0.9999999999999997,0.9999447460769567
1113,5,药品费,5417816,8,4334252,1083564,3855989,953491,3115.7654051461136,3077.592779803237,0.8433323392151962,0.9073668299963304,0.9999999999999991,1.0099443982849845
1114,10,药品费,5417816,8,4334252,1083564,3686203,914691,3048.4672541321265,2988.9536406424654,0.8500042608432898,0.8969960053238528,0.9999999999999997,1.0062192418007596
1115,15,药品费,5417816,8,4334252,1083564,3566987,886241,2995.5423572548757,2931.690047538413,0.8535972216987021,0.8908415476449901,0.9999999999999998,1.004392097887303
1116,20,药品费,5417816,8,4334252,1083564,3474446,863773,2903.9463014702424,2892.590596487159,0.8558144301252546,0.8874368573945636,1.0000000000000004,1.0031989856592205
1117,30,药品费,5417816,8,4334252,1083564,3325855,827517,2834.466609550206,2845.9507470275266,0.8586470967818663,0.8722315177394676,0.9999999999999993,1.0021005538391905
1118,50,药品费,5417816,8,4334252,1083564,3113211,775903,2748.468306633393,2683.4957653735837,0.8612089620133379,0.8646073305196497,0.9999999999999994,1.0007953540205934
1119,100,药品费,5417816,8,4334252,1083564,2782954,693480,2505.793964575892,2381.977615523852,0.8623753375544577,0.8568207151757121,1.0000000000000004,0.99973647397679
1120,5,药品费,5417816,9,4334252,1083564,3854103,952965,3115.4123767214214,3076.8072277329625,0.8428113444252022,0.907125190737103,0.9999999999999999,1.0099256064282947
1121,10,药品费,5417816,9,4334252,1083564,3684027,914061,3047.773905589631,2988.999254924478,0.8494883900345575,0.8967972538002451,1.0000000000000007,1.0061943324265303
1122,15,药品费,5417816,9,4334252,1083564,3564566,885569,2995.2585116671376,2932.082022918184,0.8531201348678947,0.8907215747883067,0.9999999999999993,1.0043965591501127
1123,20,药品费,5417816,9,4334252,1083564,3471968,863112,2903.5047843676416,2893.0209121359226,0.8553156110842879,0.887289213703343,1.0000000000000007,1.003192012445321
1124,30,药品费,5417816,9,4334252,1083564,3322964,826776,2833.2584468838304,2846.056829960262,0.8581403160285096,0.871948258318942,1.0,1.0020742555204014
1125,50,药品费,5417816,9,4334252,1083564,3110043,775098,2747.562361329742,2683.158468354548,0.8607081039349811,0.864112018286925,1.0000000000000013,1.0007070036648351
1126,100,药品费,5417816,9,4334252,1083564,2779813,692737,2504.759397972004,2381.329291036173,0.861882623552592,0.8566250654741872,0.9999999999999997,0.9997141426025699
1127,5,总费用,6016985,3,4813588,1203397,4736431,1181773,11095.03532789219,10929.62159684772,0.714130870509686,0.7439586790803392,0.999999999999999,1.0028067397875227
1128,10,总费用,6016985,3,4813588,1203397,4688695,1170167,11014.900781653925,10838.260123743037,0.715155036403034,0.7403908678198499,0.9999999999999996,1.0021022047191193
1129,15,总费用,6016985,3,4813588,1203397,4650454,1160735,10960.100844440183,10792.31582081584,0.7155448113996947,0.7392570424730688,0.9999999999999998,1.0019280691309465
1130,20,总费用,6016985,3,4813588,1203397,4616309,1152322,10904.446568537773,10769.102366836483,0.7156863419559437,0.7386776917063176,0.999999999999999,1.0018599900741338
1131,30,总费用,6016985,3,4813588,1203397,4559760,1138537,10833.011268208924,10725.775039847174,0.7155287351095648,0.7362597675742762,1.000000000000001,1.0016396527628115
1132,50,总费用,6016985,3,4813588,1203397,4464405,1114810,10714.701669883978,10617.48776072734,0.7152445604711548,0.7346272481865941,1.0000000000000004,1.0013980723111495
1133,100,总费用,6016985,3,4813588,1203397,4285684,1070777,10554.419206410643,10436.748965772334,0.7137835768083988,0.7318229512324768,1.0000000000000007,1.0012389233837085
1134,5,总费用,6016985,4,4813588,1203397,4681791,1166559,10011.79518060406,9988.53460855649,0.6729490379435394,0.697703028527076,0.999999999999999,1.0026732119280297
1135,10,总费用,6016985,4,4813588,1203397,4614193,1150670,9919.663050388805,9867.181217527417,0.6744871829738963,0.694822625181177,1.0,1.001991951412742
1136,15,总费用,6016985,4,4813588,1203397,4562073,1138097,9826.135488789521,9795.792974271839,0.6751603493488929,0.6937521488036148,1.0000000000000004,1.0017852757439307
1137,20,总费用,6016985,4,4813588,1203397,4517136,1127128,9760.162764917835,9699.045092817401,0.6755901932970867,0.6930639851201381,1.000000000000001,1.0017423436945314
1138,30,总费用,6016985,4,4813588,1203397,4443319,1109125,9585.42422435665,9585.020359835476,0.6762145067936748,0.6915689050449684,1.000000000000001,1.0013211455539675
1139,50,总费用,6016985,4,4813588,1203397,4324581,1079668,9441.3180719248,9445.021342695118,0.6766558166949171,0.6908680808182359,0.9999999999999998,1.0009478666922744
1140,100,总费用,6016985,4,4813588,1203397,4118391,1028876,9249.490034683145,9221.480394532207,0.6765579804450681,0.687264123425038,1.0,1.0006386916930838
1141,5,总费用,6016985,5,4813588,1203397,4527874,1124747,9124.997920839298,9225.746595427277,0.6079754820837716,0.6343511792906047,1.0000000000000013,1.0039621631503888
1142,10,总费用,6016985,5,4813588,1203397,4406307,1096689,8985.21936408504,9059.74265943648,0.6103765568996377,0.6302555818367385,1.0000000000000002,1.0027790488704529
1143,15,总费用,6016985,5,4813588,1203397,4317426,1075451,8794.92074385468,8913.691716573354,0.6114258000312193,0.6285368801123954,0.9999999999999991,1.0022255704046614
1144,20,总费用,6016985,5,4813588,1203397,4243758,1057644,8683.890816318692,8792.628410954745,0.6119279225839002,0.6274522821345264,1.0000000000000004,1.0019321447030907
1145,30,总费用,6016985,5,4813588,1203397,4126685,1029081,8543.417193603264,8663.563715551933,0.6123938534360214,0.6254276816700373,1.0000000000000002,1.0016520508110585
1146,50,总费用,6016985,5,4813588,1203397,3949774,985298,8334.0400151132,8422.854552331952,0.6129968441010966,0.6236280887387423,0.9999999999999999,1.0011817763578357
1147,100,总费用,6016985,5,4813588,1203397,3652389,911533,7771.100931930241,7974.742711179848,0.6121544492202428,0.62135383306922,1.0000000000000002,1.0013338025659384
1148,5,总费用,6016985,6,4813588,1203397,4513894,1121061,9059.561070563343,9157.921236974078,0.6061181998198233,0.6328085071558985,0.9999999999999998,1.0039802135944815
1149,10,总费用,6016985,6,4813588,1203397,4388076,1092016,8904.655330875032,8973.787772994294,0.6086258342100176,0.6287885169408289,0.9999999999999989,1.00279771014122
1150,15,总费用,6016985,6,4813588,1203397,4296840,1070161,8712.99577014844,8854.765590938252,0.6097212644320851,0.6271629037383861,1.0000000000000004,1.0022439726459196
1151,20,总费用,6016985,6,4813588,1203397,4221114,1051885,8588.409534054854,8720.154124641345,0.6102397801103769,0.6258079779196439,0.9999999999999998,1.001937039775506
1152,30,总费用,6016985,6,4813588,1203397,4100326,1022457,8459.625128814707,8586.877445310594,0.6107231970162418,0.6239397604652991,0.999999999999999,1.001616285401229
1153,50,总费用,6016985,6,4813588,1203397,3920553,977937,8242.365345389955,8332.183988652998,0.6112574209782671,0.6200239010421387,0.9999999999999994,1.001136078026608
1154,100,总费用,6016985,6,4813588,1203397,3620782,903602,7679.1237963079675,7891.49576130171,0.6102500313991577,0.6182606657132982,1.0,1.0013155855934588
1155,5,总费用,6016985,7,4813588,1203397,4362432,1080640,8499.059960799055,8792.485149744227,0.5807040073141542,0.6114448713760845,0.9999999999999996,1.0046687102817666
1156,10,总费用,6016985,7,4813588,1203397,4194535,1042008,8293.405265368023,8578.642387407888,0.5839885572251379,0.6065192451277137,1.0,1.0032177935099391
1157,15,总费用,6016985,7,4813588,1203397,4075297,1013491,8108.020710652214,8397.846893442013,0.585734855087096,0.6041358098069358,1.0000000000000002,1.0025954864867148
1158,20,总费用,6016985,7,4813588,1203397,3982301,991013,7937.319851792075,8205.476583582811,0.5865240447708878,0.6035857146286001,1.0000000000000009,1.0022195093427615
1159,30,总费用,6016985,7,4813588,1203397,3834540,955224,7764.218770665812,8021.6735205605655,0.5876085131619411,0.601103613098613,0.9999999999999987,1.0017438113237571
1160,50,总费用,6016985,7,4813588,1203397,3615488,901425,7477.455723430303,7732.195191625476,0.5886004005626347,0.6010193511311233,0.9999999999999997,1.0014491578253146
1161,100,总费用,6016985,7,4813588,1203397,3270967,816547,6942.777478976081,7131.236541490085,0.587794334814377,0.5980062338645366,1.0000000000000002,1.000808776639154
1162,5,总费用,6016985,8,4813588,1203397,4307185,1065812,8365.73410894702,8671.687170664018,0.5733251603852091,0.6075479324570193,0.9999999999999996,1.00485801544801
1163,10,总费用,6016985,8,4813588,1203397,4125059,1023855,8143.375256481368,8397.161480555718,0.5768992034875388,0.6023145274981216,1.0000000000000002,1.0034189780947451
1164,15,总费用,6016985,8,4813588,1203397,3997505,993449,7932.583922533383,8209.464216559081,0.5787134988791238,0.6007928735127376,1.0000000000000004,1.0028027654886884
1165,20,总费用,6016985,8,4813588,1203397,3897454,969375,7763.978533406919,8047.50734546216,0.5795955342989305,0.6000626014590718,1.0000000000000002,1.002427255990254
1166,30,总费用,6016985,8,4813588,1203397,3738192,931103,7580.962137260529,7798.0388399662515,0.5807998349735343,0.5979572666925108,1.0,1.0018783713232127
1167,50,总费用,6016985,8,4813588,1203397,3505887,874178,7303.124354803792,7529.439979109554,0.5818406342300864,0.5977180498360842,1.0000000000000004,1.0015521165956396
1168,100,总费用,6016985,8,4813588,1203397,3148910,785909,6706.0247468648495,6916.748681833166,0.5816668416425677,0.5910107813279026,0.9999999999999999,1.000853182716243
1169,5,总费用,6016985,9,4813588,1203397,4305157,1065290,8363.20404340046,8666.331400358738,0.5728526554819575,0.6063363326481843,0.9999999999999993,1.0048302854993516
1170,10,总费用,6016985,9,4813588,1203397,4122523,1023194,8142.699966970944,8390.934886105402,0.5764500505891383,0.6010437885435577,1.0000000000000002,1.0033684479290088
1171,15,总费用,6016985,9,4813588,1203397,3994848,992766,7931.91721872104,8203.260490196202,0.5782646347566707,0.5994843167613776,0.9999999999999999,1.0027484271317495
1172,20,总费用,6016985,9,4813588,1203397,3894658,968662,7763.882069191923,8039.690742005433,0.579155667873719,0.5986878914529106,0.9999999999999999,1.0023674333614578
1173,30,总费用,6016985,9,4813588,1203397,3734949,930299,7581.562479350748,7791.751380864319,0.5803557388242283,0.5965176524896226,0.9999999999999996,1.0017992357482879
1174,50,总费用,6016985,9,4813588,1203397,3502311,873271,7299.268686342618,7510.9743430137705,0.5813229134824159,0.5962555292352725,1.0,1.0014896558242048
1175,100,总费用,6016985,9,4813588,1203397,3145882,785152,6706.9426414852605,6911.155745573434,0.581145972812673,0.590239179947188,1.0000000000000007,1.0008718026457895
1176,5,耗材费,2849484,3,2279587,569897,2221203,553527,6632.501698545834,6613.1122614664655,1.2328835850166378,1.4824902706845338,0.9999999999999996,1.008997211923332
1177,10,耗材费,2849484,3,2279587,569897,2188827,545891,6634.656639867284,6597.160475799449,1.2376751566452913,1.438230012577494,0.9999999999999991,1.0059107795496116
1178,15,耗材费,2849484,3,2279587,569897,2162248,539453,6640.298361902593,6594.831779760471,1.2407800610538815,1.4191907190109156,1.0,1.0039997515841568
1179,20,耗材费,2849484,3,2279587,569897,2140615,534062,6629.143496042012,6573.3131302473275,1.2426525904383696,1.2625694496466868,1.0000000000000002,1.0021432083508464
1180,30,耗材费,2849484,3,2279587,569897,2103647,525203,6626.43867017376,6569.306370163744,1.2451290738691243,1.2443468825791186,0.9999999999999998,1.0009648000639604
1181,50,耗材费,2849484,3,2279587,569897,2045712,511032,6615.588446903178,6553.8105912765695,1.2470140576543218,1.219531237768222,1.0000000000000009,0.9998609969891189
1182,100,耗材费,2849484,3,2279587,569897,1944574,485737,6592.1110835290465,6509.767742747911,1.2468750472530592,1.2018526431885213,0.9999999999999994,0.998434948657778
1183,5,耗材费,2849484,4,2279587,569897,2181444,542902,5945.5054345575945,5957.199857947768,1.1234383706573978,1.2949740683364037,0.9999999999999996,1.0087656949599373
1184,10,耗材费,2849484,4,2279587,569897,2135763,532060,5939.030865746191,5945.132368769728,1.1294257128314682,1.1892464804575313,0.9999999999999998,1.0047913057383742
1185,15,耗材费,2849484,4,2279587,569897,2100526,523606,5930.535130687069,5912.045575742899,1.1330567360644572,1.1713162317802852,0.9999999999999996,1.0032461210692756
1186,20,耗材费,2849484,4,2279587,569897,2072062,516614,5909.754612441801,5880.73202136204,1.1352301607593882,1.149442738712206,1.0000000000000002,1.0014089053721844
1187,30,耗材费,2849484,4,2279587,569897,2025915,505532,5843.134148142412,5782.276486982662,1.1378847507356191,1.1449500769073,0.9999999999999993,1.0005947961523565
1188,50,耗材费,2849484,4,2279587,569897,1953462,487591,5807.886450209636,5727.139871832464,1.140385304510921,1.1316043191281886,1.0000000000000002,0.9995102422381233
1189,100,耗材费,2849484,4,2279587,569897,1834466,458000,5770.285243979317,5637.814057431967,1.1408555543808965,1.1203809619427572,1.0000000000000004,0.9980043875514497
1190,5,耗材费,2849484,5,2279587,569897,2081192,515722,5557.33352204955,5571.8873168811015,0.9971073357293011,1.2367197916035844,0.9999999999999998,1.0125200199865623
1191,10,耗材费,2849484,5,2279587,569897,2005008,497830,5536.21879449365,5484.025008952873,1.0058158781425053,1.1162319373229088,1.0000000000000004,1.0067198755921833
1192,15,耗材费,2849484,5,2279587,569897,1950261,484883,5485.811592966054,5395.657757349576,1.0103819698658416,1.1036980134477083,1.0,1.0049510840997498
1193,20,耗材费,2849484,5,2279587,569897,1906374,474396,5426.481057740383,5326.652063958849,1.013587934117644,1.0851066128159539,1.0000000000000004,1.003674449802108
1194,30,耗材费,2849484,5,2279587,569897,1835056,456895,5384.902935380916,5252.412069804756,1.0173721550594264,1.046156442909948,0.9999999999999997,1.0018051706029483
1195,50,耗材费,2849484,5,2279587,569897,1734954,432178,5276.776893880011,5150.152797371548,1.0204609194073568,1.0335614112837659,1.0,1.000927649367963
1196,100,耗材费,2849484,5,2279587,569897,1571357,391714,5096.541143370206,4986.529284668172,1.0228874323971924,1.017915665287495,0.9999999999999997,1.000080380877946
1197,5,耗材费,2849484,6,2279587,569897,2073574,513631,5512.463555126117,5525.5904220003,0.9916244403499981,1.2201855907036734,0.9999999999999998,1.0124802774447157
1198,10,耗材费,2849484,6,2279587,569897,1995667,495344,5488.868000138923,5437.617845389011,1.0004692300712512,1.1083763215965032,0.9999999999999994,1.0066522255812251
1199,15,耗材费,2849484,6,2279587,569897,1939493,482209,5441.744426315812,5360.613052135284,1.0052402218907441,1.0977189381586245,1.0000000000000004,1.0049759636733862
1200,20,耗材费,2849484,6,2279587,569897,1894305,471373,5382.077347363106,5289.975950592046,1.008661358551356,1.0815186085874142,0.9999999999999998,1.0037961539152116
1201,30,耗材费,2849484,6,2279587,569897,1822014,453644,5328.0392166076945,5204.421725696856,1.0126990040468218,1.0473365374351449,0.9999999999999998,1.0020590883846594
1202,50,耗材费,2849484,6,2279587,569897,1719844,428465,5214.965652543579,5079.445484317318,1.0160247312959416,1.0224403119212515,1.0000000000000004,1.0007604971589854
1203,100,耗材费,2849484,6,2279587,569897,1555400,387774,5002.555028993954,4910.9536628791375,1.018452687469884,1.0153714310856226,1.0000000000000002,1.0001987091291313
1204,5,耗材费,2849484,7,2279587,569897,1974850,487210,5141.482889071794,5132.184343729563,0.9270703834917896,1.1921858769928682,0.9999999999999999,1.0142495827139033
1205,10,耗材费,2849484,7,2279587,569897,1871691,463720,5076.761508071738,5061.545462822476,0.9386045369665745,1.0449858660879792,1.0000000000000004,1.0079755457297315
1206,15,耗材费,2849484,7,2279587,569897,1801108,447179,5001.454769927934,4977.606112569278,0.9446480167651694,1.0294237590060844,1.0,1.0057766409573217
1207,20,耗材费,2849484,7,2279587,569897,1744517,433611,4925.274210730301,4889.518806441342,0.9486446073414689,1.0149106638312266,1.0000000000000004,1.0049147308708297
1208,30,耗材费,2849484,7,2279587,569897,1657812,412388,4832.9797848530425,4716.427851598314,0.95405460060534,1.0008884427067468,1.0,1.0030364723101441
